,City,Attraction,Summarised Review,Compound Sentiment,Normalised Sentiment,Mean Rating
0,Kolkata_Calcutta_Kolkata_District_West_Bengal,Victoria_Memorial_Hall,"the Victoria memorial hall is located in Kolkata, a city known for producing legendary artists . the hall is known for its majestic British architecture and beauty that attracts thousands of people from all over the world .",0.7579,5,4.56
1,Kolkata_Calcutta_Kolkata_District_West_Bengal,Dakshineswar_Kali_Temple,"dakshineshwari temple closes at 7.00pm due to covid . not much offerings are allowed but who ever brings prasad offering . temple opens at 6am, very spacious and organized .",0.0,3,4.61
2,Kolkata_Calcutta_Kolkata_District_West_Bengal,Howrah_Bridge,"howrah bridge was the third longest cantilever bridge at the time of its construction . now it is the sixth longest one of its types . despite travelling under the bridge in the past, each ride is an experience .",0.0,3,4.4
3,Kolkata_Calcutta_Kolkata_District_West_Bengal,Mother_House,the mother house is a must-visit place for anyone coming to Kolkata . you can feel Mother's blessings as you sit in silence at her tomb .,0.5423,5,4.64
4,Kolkata_Calcutta_Kolkata_District_West_Bengal,Park_Street,park street in kolkata is one of india's most happening streets . it has a lot of restaurants to have lunch or dine on .,0.0,3,4.37
5,Kolkata_Calcutta_Kolkata_District_West_Bengal,Eden_Gardens,"Lords' and other stadia across the world allow access to the stadium even during non-match days . i could not see the match properly, it was my first experience in stadium . Eden Gardens stadium plays host to many sports, most importantly cricket .",0.6697,5,4.57
6,Kolkata_Calcutta_Kolkata_District_West_Bengal,Eco_Tourism_Park,the biggest park in kolkata in kilometres and full of different activities . seven wonders of the world is an excellent creation .,0.7003,5,4.37
7,Kolkata_Calcutta_Kolkata_District_West_Bengal,Indian_Museum_Jadu_Ghar,"the Indian Museum of Kolkata is the largest and oldest multipurpose museum in the Asian-Pacific region of the world . the museum is filled with absolutely stunning sculptures, that was filling me with the pure flavor of ancient human creation .",0.6115,5,4.27
8,Kolkata_Calcutta_Kolkata_District_West_Bengal,South_Park_Street_Cemetery,tucked away in the heart of Kolkata in the midst of a residential area is this little know cemetry with the beautiful monuments dedicated to those long gone . most people died in their 20s are buried here .,0.4627,4,4.47
9,Kolkata_Calcutta_Kolkata_District_West_Bengal,College_Street_Boi_Para,college street bookstores need to change with time . there's not a single book you won't get here be it an Indian publisher or an International one .,0.0,3,4.59
10,Kolkata_Calcutta_Kolkata_District_West_Bengal,Science_City,"as a child, i loved visiting this place as it made me fall for the science . best experince is watching here 3 d movie .",0.8442,5,4.31
11,Kolkata_Calcutta_Kolkata_District_West_Bengal,St_Paul_s_Cathedral,the cathedral is located in a landmark area with Birla Planetarium and Victoria Memorial in walking distance . an entry fee of INR 10/-- to enter the cathedral while for outside park access it is free .,0.5574,5,4.27
12,Kolkata_Calcutta_Kolkata_District_West_Bengal,Metro_Railway,"as a Calcuttan, Kolkata metro has been a very important part to play in my daily commute . the minimum fare is Rs 5(for the first 3 stations your riding) and the maximum goes to something around 25 .",0.5413,5,4.14
13,Kolkata_Calcutta_Kolkata_District_West_Bengal,New_Market,new market is not your regular mall though it has everything you need . a foreigner might feel a bit hassled here especially bcos of beggars and local vendors . there are street dogs in the middle of the market .,0.0,3,4.05
14,Kolkata_Calcutta_Kolkata_District_West_Bengal,Birla_Temple,temple was built by one Indian business tycoon in mid 90’s . open for all in mid-90’s Location is great well connected No bag allowed .,0.6124,5,4.42
