City,Attraction,Summarised Review
Hyderabad_Hyderabad_District_Telangana,Ramoji_Film_City,the star experience didn't feel worth the money and i would have been better off with a regular ticket and planning the day myself . since i am an Indian Hindu my family has some traditions .
Hyderabad_Hyderabad_District_Telangana,Golconda_Fort,the old (800+ years old) decorative carving showing the connection to what is now called Iran was incredible . the age of the fort is comparable to the early Norman kings of England - i had no idea that buildings like this existed in India .
Hyderabad_Hyderabad_District_Telangana,Birla_Mandir,"the temple is really beautiful and has a nice night view of the city . mobiles are not allowed inside, but you can leave it in the cloak room ."
Hyderabad_Hyderabad_District_Telangana,Salar_Jung_Museum,this was my third visit to this place and every time it amazes me to see the great collection of artefacts . need to spend around 2 hours inside if you are a casual visitor .
Hyderabad_Hyderabad_District_Telangana,Taj_Falaknuma_Palace,a souvenir shop in the palace which needs an improvement from collection and pricing perspective (collection is not that great and pricing is on the higher side) . we were offered free mocktails(sugar laden coloured water) and free desserts .
Hyderabad_Hyderabad_District_Telangana,Charminar,charminar is famous for many things but is most known for the lip smacking dishes and great bargain shopping . the area around the monument is just like any old city area in india eg old Delhi/Chandani Chowk .
Hyderabad_Hyderabad_District_Telangana,Chilkur_Balaji_Temple,"temple opens at 5am so if you are planning plan early in the morning and avoid weekend as there will be so many devotees and sometimes it takes more than few hours . temple is silent, peaceful, calm and serene ."
Hyderabad_Hyderabad_District_Telangana,Chowmahalla_Palace,"the former residence of Nizam,once the richest person on earth still very unmaintained,needs to do lots of efforts to maintain and refurbish . it's well preserved palace and kept pretty well ."
Hyderabad_Hyderabad_District_Telangana,Shri_Jagannath_Temple,"the main temple houses Lord Jagannath along with his siblings, Lord Balabhadra and Devi Subhadra . parking is very much available and the great time to visit is in the evenings where the Temple has a beautiful view ."
Hyderabad_Hyderabad_District_Telangana,Nehru_Zoological_Park,"if you landed in HYDRABAD, you can add this zoo to your **visiting list** . all animals are kept in natural settings, though sometimes a little small ."
Hyderabad_Hyderabad_District_Telangana,Calvary_Temple,calvary temple is called the heaven on the earth.Many people can find peace there.
