,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Library_Road_Vegetable_Market,Peregrineri,2.0 of 5 bubbles,Jun 2019 • Solo,I keep hoping . . .,"Unfortunately, many of the merchants are not friendly to visitors or anyone who isn't a regular customer. I keep hoping they will realize that this doesn't help them. Yesterday, I went to buy mangoes from a guy I don't usually buy from. His were the best looking mangoes in the market, but he refused to sell them to me with the ridiculous excuse that they were 'hard'. In the past he has refused to sell to me on similar specious excuses. Maybe he was saving them for his regulars, but then they shouldn't have been out on public display."
1,Library_Road_Vegetable_Market,Mastco78,5.0 of 5 bubbles,Sep 2018 • Friends,Magical place,"I think this is probably the center of the city. I would stay close to this road as it has many options in restaurants, cafes, and some shops. Definitely very touristy but you still flavor the local culture and at nights they have some activities. While I was there they had a traditional show with music and dance, they invited attendees to join the dance show, it was pretty unique. For photographers the market is a great opportunity to capture nice shots. The streets around it also have many surprises, fresh baked bread, the tibetan market, the Sikhism temple, etc"
2,Library_Road_Vegetable_Market,SAM_SMARAT,5.0 of 5 bubbles,Jul 2018 • Family,Best market in Leh,"Library Road Vegetable Market Is Very Near to Main Market. Different Type Of Vegetable Are Available At Here. You Can Get Easily Local Products And Green Fresh Vegetables. As tourist i think this is not the place for visit but we bought some fruits and dry fruits from here,so good experience"
3,Library_Road_Vegetable_Market,Samarth T,4.0 of 5 bubbles,Jul 2018 • Family,Vegetables market,Lots of vegetables and lots of food available in vegetable market. Every green vegetables are available here is also amazing at this must high place. This market is at walking distance form main centre. Local items like apricot and etc are available.  Thank you. 😊😊
4,Library_Road_Vegetable_Market,Vaibhav_Tailor,3.0 of 5 bubbles,Jul 2018 • Family,All in one place,"Atleast for me is all in one place, from some fresh fruits to dryfruits and poster flag to handicraft atleast fit me all in one place,i would recommend you buy apricots form here they are so amazing, good food for a cheap price."
5,Library_Road_Vegetable_Market,SerendipityIndia,4.0 of 5 bubbles,Sep 2018 • Couples,Quite a spectable in the Leh market,"The vegetable market is basically a lot of vendors sitting by the curbside selling fresh vegetables and produce in the Leh market. Given that the vibe of the place is already quite nice, they just add a layer of freshness and local-ness to the place.The vegetables are quite fresh, some times even surprisingly bigger than what you would find in the plains."
6,Library_Road_Vegetable_Market,garhwalia1994,5.0 of 5 bubbles,Oct 2018 • Friends,A very interesting and colourful place,"Full of buzz, noise and activity.. loved this place where so much of local lice could be enjoyed. Took a stroll along, tried local food and liked thd place!"
7,Library_Road_Vegetable_Market,Kaushik G,3.0 of 5 bubbles,Aug 2017 • Solo,Fresh fruits and veggies,"During our vacation in Leh, we had visited the main market area many times and had also come across this vegetable market on the pavement in Library Road. One can find many local vendors mostly females sitting on a line on the footpath and selling different types of fresh vegetables like cauliflower, cabbage, carrot etc along with small apples & berries which are produced locally."
8,Library_Road_Vegetable_Market,Siddharthg86,4.0 of 5 bubbles,Jun 2017,this is of real use,"one can get everything he she needs... from iphone charger to warm blankets.. The place is really life saver, even for food."
9,Library_Road_Vegetable_Market,Peregrineri,2.0 of 5 bubbles,Sep 2016 • Solo,not a good experience,"Although there are a few other fruit and vegetable stand around town, this is the place where several are clustered together. Personally, I try to buy as much as possible from the ladies in the main bazaar. The guys who have these stalls on Library Road are some of the most rude and unfriendly people I've met in Ladakh—probably the only rude and unfriendly ones, come to think of it. The quality of produce is, of course, variable, but that's to be expected. They want people to buy larger quantities and not try to pick out the best. It used to be in one big shed farther up the road, but they tore that down and the stalls moved down nearer to the library."
