,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Shanti_Stupa,Apolonia70,4.0 of 5 bubbles,Sep 2022,Great views and well maintained stupa,Not far out of Leh is this iconic stupa - freshly painted and colourful Fabulous features around the stupa base and sides - great photos across the Leh city and mountains.
1,Shanti_Stupa,TRAV_INTRO,5.0 of 5 bubbles,Sep 2022 • Couples,Awesome view,Situated on the hill top that gives an awesome Panoramic view of Leh city and Leh palace Must visit during the sunset time!
2,Shanti_Stupa,SandeepSingh1979,5.0 of 5 bubbles,Nov 2022 • Friends,Shanti Stupa- Get at the top of Leh,"In the centre of Leh city stands the tall majestic structure of the Shanti Stupa, build with the nobal intention of spreading peace and tranquility in this world. You can find the lovely view of the entire city and grand views of the snow clad mountains make it a must visit .A temple within this stupa has lovely carving of the Buddhist tradition. Don’t miss to visit this lovely place"
3,Shanti_Stupa,Be U,5.0 of 5 bubbles,Oct 2022,Significant of religion place on a list to visit.,Climbing up to 500 stairs to reach the stupa. But there will be peaceful with panoramic stunting view.
4,Shanti_Stupa,Aimless Vagabonds,4.0 of 5 bubbles,May 2022,A birds eye view of the city and a lot of zen!,The Shanti Stupa is on a hill top that gives a perfect birds eye view of the city. The calm drizzled by the prayer chants in the air is a perfect way to end a day tour of Leh.
5,Shanti_Stupa,Anubhav,4.0 of 5 bubbles,Sep 2022,"Good place, you'll get a good view of Leh",One of the go to place under local sightseeing probably on your day two of the beginning of the trip. this place has a good view of Leh. also has an entry ticket of ₹30
6,Shanti_Stupa,Ruchirz,5.0 of 5 bubbles,Aug 2022,Lovely place,Shanti stupa is another lovely place in Leh. It is spotlessly clean and very well maintained. Is has some Japanese connection. The place provides some excellent photo opp.
7,Shanti_Stupa,Hadi1004,4.0 of 5 bubbles,Aug 2022 • Friends,Nice view of leh from top. Peaceful area.,"Peaceful area to visit. There was a meditation area for ppl to meditate indoors before going up the slope and the stairs up to Shanti stupa. At Shanti stupa itself, the area is very spacious, and the view of the leh area from the top is amazing. There are quite a number of people there - mostly Indians from other parts of India. But since the area is so spacious, you don't feel like it's packed.The tour itinerary mentioned to see the sunset from Shanti stupa. But too bad our driver sent us there Abit too early. Anyway, heard from the hotel receptionist that the sunset view isn't that amazing and hence suggested to view the sunset on the mountains from our hotel rooftop - beautiful :)"
8,Shanti_Stupa,Chrisagtk,4.0 of 5 bubbles,Aug 2022,Peaceful.,I would advise anyone visiting this this place in the evening because evening towards leh looks beautiful. 
9,Shanti_Stupa,Ravsh,4.0 of 5 bubbles,Aug 2022 • Family,Good,"A wonderful and small monastery on the outskirts of Leh, offering a wonderful 360 degree view of leh from top. Entry fee is rs. 30 per head and don't expect much peace as it is mostly crowded along with announcements/music on loudspeaker by the management. A small cafe is also there. Best time to visit is late evening (closes at 8 PM) to see an amazing lit up Leh."
0,Shanti_Stupa,599anil,5.0 of 5 bubbles,Jul 2022,Wonderfull sight......, Must-visit stupa and lovely picture of entire Leh town can be taken as this is on a cliff. Very nice restaurant alongside gives a picturesque view while eating.
1,Shanti_Stupa,puchka,5.0 of 5 bubbles,Jul 2022 • Couples,A place of divine peace.,"An iconic white Buddhist Stupa on a hilltop with engravings of Lord Biddha's birth, preaching and the spread of Buddhism in this hospitable region.  The Shanti Stupa holds the relics of Lord Buddha at its base.  A place to meditate and watch the surrounding scenic beauty.  A must place to visit."
2,Shanti_Stupa,Yadlapati,5.0 of 5 bubbles,May 2022,Relegious Temple with awesome views,"Shanti Stupa is a Buddhist white-domed stupa (chorten) on a hilltop in Chanspa, Leh district, Ladakh, in north India. It was built in 1991 by Japanese Buddhist Bhikshu, Gyomyo Nakamura and part of the Peace Pagoda mission. The Shanti Stupa holds the relics of the Buddha at its base, enshrined by the 14th Dalai Lama. The stupa has become a tourist attraction not only due to its religious but also due to its location which provides panoramic views of the surrounding landscape.It was built in 1991 to commemorate 2500 years of Buddhism and to also promote world peace. The best time to visit Shanti Stupa is between June and September. The distance between Shanti Stupa and Leh is approximately 4 km from Leh."
