,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Leh_Royal_Palace,Apolonia70,4.0 of 5 bubbles,Sep 2022,Lots of steps but a fabulous view and ancient interiors,"Visited the palace as part of a day tour.  I managed to climb most of the area and appreciated all the drawings, history and views from this epic building. It  can be seem from almost everywhere in Leh city - one got spot for photos is where the statue of the snow leopard is. I couldnt go up all levels but what I saw was unique."
1,Leh_Royal_Palace,Be U,4.0 of 5 bubbles,Oct 2022,Just to completed my list of Leh,This is really ancient place was built over 160 years. Nothing much in side the building. People come for the overlooking the Leh town.
2,Leh_Royal_Palace,Aimless Vagabonds,5.0 of 5 bubbles,May 2022,A must visit attraction for history and culture buffs! Look out for the stairs,This was the main establishment of the Namgyal kings and is a no miss for history and culture buffs! The palace however has 7-9 floors which are connected by narrow and squeaky wooden stairs. This could be a problem for someone with breathing problem or knee problems. Also parking could be a hassle here as the narrow road leading to the Palace are lined by tourist cabs.
3,Leh_Royal_Palace,Ruchirz,3.0 of 5 bubbles,Aug 2022,Upkeep desired,"The Palace seems dilapidated. It needs some upkeep. Though the location is excellent, there is hardly any parking place. There are multiple levels to climb, but hardly anything to see. A museum on one of the level also requires upkeep. Mainly, this place can be avoided if want of time"
4,Leh_Royal_Palace,ROOPshila’Shaggy,3.0 of 5 bubbles,Aug 2022 • Friends,View from the top is panoramic.,"A historic wood & mud nine storey building with wide front terraces, low doors, dark passages, a royal temple (were one has to doff off one’s shoes)& a washroom on the fourth floor. The stairs are steep for elderly , the parking is in a disarray , there is a small eatery on the left of the parking ."
5,Leh_Royal_Palace,Arun N,1.0 of 5 bubbles,Aug 2022,Bad exoerience,Very bad experience.Nothing to see except empty rooms.No guide or anybody to explain anything.It was a waste of time
6,Leh_Royal_Palace,Avinash Chandra A,3.0 of 5 bubbles,Jul 2022 • Couples,"Extremely disappointing, nothing worthwhile to see except city view from the 8th floor.","Not worth visiting , poor maintenance and no old materials to see. The building itself is shabbily maintained"
7,Leh_Royal_Palace,puchka,3.0 of 5 bubbles,Jul 2022 • Couples,Important to Tibetian culture,"The Palace perched on a ridge is unique in its architecture, built in the old Tibetan style.  There are a total of nine floors, the last floor closed to public.  Most of the artefacts are not on display, as there is construction work going on.  The roofs are low, and there are benches on every floor to take rest.  A great place to visit to feel how the royalty lived in the palace some five hundred years ago.  A must visit."
8,Leh_Royal_Palace,drkakkar,5.0 of 5 bubbles,Jul 2022,Leh History,Leh palace situated near the Leh market and should be there in the itinerary. Though the palace lacks in antiques or museum but it provide a great view of the city from top floors. The information about the heritage sites in India is good for the students.
9,Leh_Royal_Palace,Debabrata G,4.0 of 5 bubbles,Jul 2022,Good place well maintained,We were at the Leh palace today for a visit. The motorable road goes all the way up to the entrance. You need a ticket to enter. There are 4 more levels once you have entered. The view from the levels is amazing. I would not say that the inside of the palace rooms was very impressive - mostly modern artefacts. But it is worth looking at the architecture of the building and understanding the logic of how this was built.
0,Leh_Royal_Palace,Redfred320,4.0 of 5 bubbles,Jun 2022,Well worth the 20-30 minute hike uphill from the pedestrianised market area,"By starting in the corner of the L-shaped pedestrianised market area, you can follow your nose (in some ways by the smell!) through the winding alleys of an older part of town up to the palace that you can easily see above you. It takes about 20-30 minutes and assumes you are altitude acclimatised. Although none of the original interior artefacts survive, there is an interesting exhibition of the best heritage sites across  India, and the Buddhist shrine within is well worth taking off your shoes to go inside.  Best of all are the views from the top of the palace across Ladakh, and the plain and mountains beyond. There appears to be an entry fee to visit but when we went all the offices were closed so we entered for free. Worth a short hike to visit one of the main attractions of Leh."
1,Leh_Royal_Palace,karthik g,4.0 of 5 bubbles,Jun 2022,Visit,"I had visited this place in 2013,it was in a very bad shape,I never recommended people to visit considering the way it was kept,I happened to visit the palace again during my latest visit to Leh,I must admit that the place has been neatly renovated and kept well.It exhibits the rich culture and heritage of Leh & Ladakh.It a must visit place now."
2,Leh_Royal_Palace,Deepak_01,3.0 of 5 bubbles,Jun 2022,A very basic & simple  palace,"Not a very promising palace architecture,but very basic structure with lots of alleys & steep climbs to different floors.It is more of a museum depicting the different heritage sites managed by ASI.If time permits,one can visit here,nothing great."
3,Leh_Royal_Palace,Yadlapati,5.0 of 5 bubbles,May 2022,Glory of the Past,"Leh Palace also known as Lachen Palkar Palace is a former royal palace overlooking the city of Leh in Ladakh, India. It was constructed circa 1600 by Sengge Namgyal. The palace was abandoned when Dogra forces took control of Ladakh in the mid-19th century and forced the royal family to move to Stok Palace. Built of Wood, sand and stone is devoid of the grandeur associated with Indian Palaces.  Now in ruins and is maintained by ASI. Must visit in LEH."
4,Leh_Royal_Palace,Narasimman VC,5.0 of 5 bubbles,May 2022,Beautiful place to visit to view the Le from top !,Ley Royal Palace is really a beautiful and heritage monument that eveyone / every tourist must visit to know the life of our ancestors who ruled our land and saved us from the invasions.
5,Leh_Royal_Palace,Utpala,5.0 of 5 bubbles,Apr 2022,"Easy to reach, awsome to explore","Above the Leh market, this 9 storey palace can be reached through alleyways and steps. It has intricate wood carving, inteesting layout with a courtyard at every storey and awesome view from the top."
6,Leh_Royal_Palace,Mon@,4.0 of 5 bubbles,Apr 2022 • Solo,Leh Palace,"Be prepared to climb a lot of stairs for a 360° view of Leh. The temple is beautiful, however the overall place has no lighting, fone torch will be handy to use. Online research indicates the Royal family lives in the same palace, however that isn't the case anymore."
