,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,The_Ladakh_Arts_and_Media_Organisation,Let's Go Sightseeing,5.0 of 5 bubbles,Oct 2019,Ladakhi Culture Lesson,"LAMO is located just below the Leh Palace which means that you've to ascend a bit to reach here. When I visited, I was the only one as it was off season. The entry ticket was INR 100.The 'museum' is built in a traditional house. The first gallery had an exhibition of the early travelers to Ladakh. Further on, I got a glimpse of how locals lived in the early days in traditional houses.Be prepared to climb narrow & steep stairs even inside LAMO. In summer, the organization conducts workshops for local children. One can volunteer here too. Not a big museum but a good one to learn about Ladakhi culture & heritage.A small room in the front also sells souvenirs."
1,The_Ladakh_Arts_and_Media_Organisation,jatinlodaya,5.0 of 5 bubbles,Aug 2019,a must visit when in Leh,"LAMO will help you understand the culture of Ladakh, the construction and how & why the old structures/methodology of construction will last for long.  it is enroute Leh Palace.  Interesting small museum they have created.  Very informative place."
2,The_Ladakh_Arts_and_Media_Organisation,Rehman R,5.0 of 5 bubbles,Apr 2019 • Solo,You decide,"Some of us are adventures, go hiking and tracking; others are beach lovers and then some enjoys the sun on a beach. Well there is no beach but rivers, couple of lakes that's like a beach since the water is salty. But you must be sophisticated to enjoy arts. Much education can be achieved about a culture if that is where your interest is. I would visit again."
3,The_Ladakh_Arts_and_Media_Organisation,Umang A,4.0 of 5 bubbles,Apr 2018 • Friends,Nice,This place have nice collection of art. You can see the life style of 200-300 old ladhak and local people 
4,The_Ladakh_Arts_and_Media_Organisation,royjay2018,3.0 of 5 bubbles,Jun 2018 • Couples,Great Effort!!,"The Ladakh Arts and Media Organisation (LAMO) is a public charitable trust established to articulate an alternative vision for arts and media in Ladakh. The organisation set up the LAMO Centre in Leh, the main town of the region, to provide a space for understanding and development of arts. The arts space is complete with galleries, offices, a library and a reading room, a screening room, a conference room, and an open-air performance site."
5,The_Ladakh_Arts_and_Media_Organisation,Lovers_paradise,5.0 of 5 bubbles,Jun 2018 • Couples,For Promoting Art And Media in the Ladakh,"It is located just below the Leh Royal Palace overlooking the Leh Market. The Centre is designed to conduct outreach programs, lectures, film screenings, research and documentation projects, workshops and exhibitions that showcase Ladakh’s material and visual culture, performing arts and literature. A must visit for any traveller when in Leh."
6,The_Ladakh_Arts_and_Media_Organisation,Umang A,3.0 of 5 bubbles,Aug 2018 • Friends,Culture,This place is located just below the Leh Royal palace and nice stop to experience the local culture. They have some cool collection and good photo gallery.
7,The_Ladakh_Arts_and_Media_Organisation,Peregrineri,5.0 of 5 bubbles,Sep 2018 • Solo,Not to be Missed!,"LAMO is located just below the palace, spread over two adjacent houses. The houses themselves are some of the best preserved traditional old houses and are beautiful and fascinating. The construction is quite amazing. They were just setting up some exhibitions to be opened the next day, so not everything was on display. If you have any interest at all in the Ladakhi culture (which I hope you do!), make this a high priority."
8,The_Ladakh_Arts_and_Media_Organisation,Michael W,5.0 of 5 bubbles,Aug 2018 • Couples,A Surprising little Museum,We just stumbled upon this museum. A great find.  The photo gallery gives a wonderful historic perspective on life in northern India about 100 years ago.  The presentation passes through many small rooms that have been well restored.  We had a very interesting visit with 2 of the people working in communications for the Ladakh region that are based in the building
9,The_Ladakh_Arts_and_Media_Organisation,dzejar,5.0 of 5 bubbles,Aug 2018 • Friends,Inconspicuous place worth visiting,"It was more likely a coincidence, that we have found this place and visited it, but we were happy that we have came across it. It is definitely worth a visit. Full of arts and photographs, information about history of the place, a library and exhibitions."
0,The_Ladakh_Arts_and_Media_Organisation,Poly S,5.0 of 5 bubbles,May 2018 • Solo,Ancient merchant house,"If you are interested in  everyday life of ladakhi people 300 years ago, you should definitely visit this place ! On the second floor there is a library. Don't miss amazing photography books on ladakhi and Tibetan culture."
1,The_Ladakh_Arts_and_Media_Organisation,rigyalgoba5,5.0 of 5 bubbles,Jul 2017 • Solo,LAMO,"A place where you can joy and spent a great time with the LAMO. Enormous place for interacting with the art and culture of ladakh. And where you can understand the rich culture of ladakh and can even join or do workshops of arts and media, or also it can be a social work."
2,The_Ladakh_Arts_and_Media_Organisation,Sandeep G,4.0 of 5 bubbles,Nov 2017 • Family,Great place to visit,"Dont miss to visit this place . its one of the greatest attraction and to understand the history , culture and local handicrafts.  Also you can buy the stuff of local craftsmen made. It will be closed on sundays"
3,The_Ladakh_Arts_and_Media_Organisation,Kaushik G,3.0 of 5 bubbles,Aug 2017 • Solo,Showcases art & culture of Ladakh,We had visited this place located on the way towards Leh Palace. The Ladakh Arts and Media Organization showcases the talent of local artists and saw a small library with books on Ladakhi culture. One can also buy local arts and crafts here.
4,The_Ladakh_Arts_and_Media_Organisation,mzank,5.0 of 5 bubbles,Mar 2017 • Friends,A hidden gem of architectural and artistic value,"When in Leh, don't fail to visit LAMO. The Ladakh Arts and Media Organization was founded by two women artists from Mumbai who poured their hearts and not a little money into rebuilding the historic residence of the king's chief secretary and turning it into a center for study and studio/exhibition space for local visual artists. The library is small but thoughtfully stocked especially with books on Ladakhi culture and a children's section, and its a lovely place to hang. The historical parts of the building are great examples of an old upper class old Ladakhi living space. (Closed Sundays)"
5,The_Ladakh_Arts_and_Media_Organisation,HarryW54,5.0 of 5 bubbles,Sep 2016 • Solo,A must visit,The restoration of part of this deserted palace is superb and needs your support Sonam my friend and guide whilst in Leh is a noble kind man who is a wealth of information. 
6,The_Ladakh_Arts_and_Media_Organisation,Debasis,4.0 of 5 bubbles,Aug 2016 • Friends,Artisitc & Unique,This place is Full of unique / artistic / antique arts & exhibition during certain time of the year. it has library & reading room too.
7,The_Ladakh_Arts_and_Media_Organisation,lotusdiamond,4.0 of 5 bubbles,Jun 2016 • Family,Art & Crafts shop,Good place to shop for art and crafts of Ladakh souvenirs and gifts at this shop. Staff is helpful and cooperative. You will find stunning illustrations and insight into the life of Ladakhis.
8,The_Ladakh_Arts_and_Media_Organisation,Ajay R,4.0 of 5 bubbles,May 2016 • Family,A great place for arts and crafts,A good place to shop for arts and crafts from Ladakh district and the proceeds from sales go to the development of Ladakh 
9,The_Ladakh_Arts_and_Media_Organisation,Nettlekm,5.0 of 5 bubbles,Jun 2016 • Solo,Good insight and really well maintained and presented,I recommend stopping here on your way up to the Palace (assuming that you are walking!). The information here is really insightful and you can really picture what life may have been like when the palace was in use. Friendly staff and a good place to get a bit more history than you will at the actual palace!
0,The_Ladakh_Arts_and_Media_Organisation,srirava,5.0 of 5 bubbles,May 2016 • Family,Amazing to find,"This space is in what used to be the Munshi's House when ladahk Palace housed the king.  it is tricky to find as it is 3/4 way up the HILL on rough tracks.  It is currently mounting an intriguing exhibition of oral histories of ethnic minorities of Ladahk, with stunning illustrations."
1,The_Ladakh_Arts_and_Media_Organisation,Kanaik,4.0 of 5 bubbles,Apr 2016 • Friends,For art and history lover,This place should be really interesting for art and history lover wanting to learn more about the culture and tradition of Ladakh. The reason I gave 4 stars is that it's just not that appealing to me.
2,The_Ladakh_Arts_and_Media_Organisation,Mark A,5.0 of 5 bubbles,Feb 2016 • Friends,Hidden treasure,This place is amazing for both art and history lovers. There is no entry fee but they are doing a great job promoting local environmental issues and emerging artists. Give a donation if you can. The building is beautiful and full of history and the exhibitions change from time to time.
3,The_Ladakh_Arts_and_Media_Organisation,Sundeepgupta,5.0 of 5 bubbles,Nov 2015 • Family,For art lovers,This place is good for those who loves art and wanna know about culure with a nearby look. this place is really good
