,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Sand_Dunes_Leisure_Park,Hadi1004,2.0 of 5 bubbles,Aug 2022 • Friends,View is nice but crowded. Even saw a camel care taker hit a camel; some camels' humps were flat; a camel skin had open wound,"As per the title. I really hope the money given for the camel rides (350 Indian rupees per person) are used to take care of the camels. During the camel rides, the camels would be tied together such that one camel care taker is able to guide 1 camel by a leash while the other 4 or 5 camels would follow suit. "
1,Sand_Dunes_Leisure_Park,Funky2010,5.0 of 5 bubbles,Jun 2022,"underrated (thankfully) and gorgeous, secluded Sanddunes in Ladakh","Loved this place - there were beautiful sanddunes, river, mountain and no other tourists! Gorgeous place"
2,Sand_Dunes_Leisure_Park,PoojaNoida,5.0 of 5 bubbles,Jun 2022 • Family,Beautiful ATV ride- Must do,"The Sand dunes and the surrounding valley is just amazing. Beautiful landscape. But the camels are tied to each other with ropes and 1 person takes a group of 5 camels for safari. On the way the camels keep hitting each other. Can be avoided.The dunes are also not that great as the repeated walk by camels on the same route has flattened them.The ATV ride nearby is much more scenic and enjoyable. You get to drive on the actual dunes. It's a long route and very picturesque. We personally enjoyed this a lot. It can be done singly with a helper which costs 1000 or 2 people together along with helper, which costs 1200.Second best activity after Pangong. Must do.."
3,Sand_Dunes_Leisure_Park,MaithiliSave,4.0 of 5 bubbles,Jun 2022 • Family,Very nice place,"It is a very nice place.  We visted this place with young children. We had a nice time. We visted sand dunes in the wvwnimg, at sunset time. Mountains were glowing with amazing lights.  We didn't take the camel ride, but view was really good."
4,Sand_Dunes_Leisure_Park,Oscar K,5.0 of 5 bubbles,Apr 2022,Awesome Sandunes with camels,Travelled to the sand dunes and was mesmerized by its beauty. Seeomg the camels  was surprising but of course I did not take any ride.
5,Sand_Dunes_Leisure_Park,JayuVasu,5.0 of 5 bubbles,Apr 2022,Cold Desert,"They charge you 300 per ride. The camels are double humped and well trained.  The experience is different. Going on a camel ride in the evening is more fun.  The sun sets and again there is cool breeze (associated with Sand storms) every now and then,  Surrounded by mountains on one side.  They stand humangous and literally tell you that you are just a miniscule."
6,Sand_Dunes_Leisure_Park,Arun Saha,5.0 of 5 bubbles,Aug 2020,Too good to be true,"If you want to experience a lifetime photography tour, Ladakh is the answer. The breath-taking landscapes, beautiful lakes, adventurous high-passes, spectacular monasteries with wonderful people make Ladakh more than a perfect place to photo-tour,and Ladakh fototour with ASP makes you to achieve your dream with utmost satisfaction. Our trip itinerary covers the most photogenic places of Ladhak guided by experienced mentors and technical experts of the field."
7,Sand_Dunes_Leisure_Park,Ravi Raaz,5.0 of 5 bubbles,Jun 2019,Hunder Sand Dunes & Camel Safari in the Lap of Mountains,"This Place is located in Nubra Valley Ladakh (UT) India.The Hunder is the coldest desert in India.The sand-dunes, covered with desertious mountain, is breathtaking.Sand dunes, on the bank of the river, give a spectacular view.One can feel a different kind of experience of the white desert in the lap of mountains.These dunes attract thousands of tourists every year.There is also a wonderful CAMEL SAFARI. Here, The camels are rare species.These camels are not a normal camel, you had seen in the desert.These camels have ''double-humped'' on their back.I enjoyed the double-humped Bactrian camel safari:two_hump_camel.Moreover, If you have really an interest in traditional cloth. You should try their dresses and get some photos clicked. The traditional and cultural dresses give the best memories.In winter, Temperature really goes down to minus.Better visit in the summer season.These sand dunes are around 1-2 km from Hunder Village.Overall, I had a great time at this place.I strongly recommend visiting Hunder once, if you are coming to Leh Ladakh."
8,Sand_Dunes_Leisure_Park,Delex Namgyal,3.0 of 5 bubbles,Jun 2019 • Friends,One of the most crowded place in Hunder Nubra Valley..  ,"Sand dunes are a treat for eyes.. but Camel rides and ATV rides are taking the charm out of this wonderful place...  The area is more of a commercial place now.. decent restaurant available here... If ur a animal lover, please avoid this place... "
9,Sand_Dunes_Leisure_Park,sandeep k,4.0 of 5 bubbles,Feb 2019 • Friends,Big bang with more fun its good to see,This is a big place with excellent attraction and many visiter will enjoying there attractive moment and capture it in there mind  u must to visite it
0,Sand_Dunes_Leisure_Park,Jayashree D,5.0 of 5 bubbles,Aug 2019,Must experience when you are in LEH !,"Double Humped Camel ride was fantastic. For this you must go in a group. We were only four. In some groups 15 people, 15 camels and only one man controlling all camels & riders, as all camels are tied with one rope in line. The camels are sitting. The first one has to jump & climb on camel. Then second person will sit & camel will rise slowly. First it will straighten up its front leg, so you are bound to collapse backwards, then it will straighten up hind legs, so you may fall on camels first hump. You, your friends & other watchers can not control laughing.Enjoyed this ride not only too much but three or four much ! Ha ha ha!"
1,Sand_Dunes_Leisure_Park,Baburajnair,5.0 of 5 bubbles,Oct 2019 • Friends,Awesome ,"Truly awesome , better to reach here in the evening. Great ambience, well maintained.. Near to Hunder in Nubrah Valley.. Do not miss it"
2,Sand_Dunes_Leisure_Park,arvind1000,5.0 of 5 bubbles,Oct 2019 • Family,Great place to visit especially in evening ,Nubra valley has sand dunes which provides a desert experience. One way to have in the evening when it is cooler is to watch or ride double humped camels in the sand dunes. Another option is dune bashing on ATVs ( no need to go to Dubai for this !)
3,Sand_Dunes_Leisure_Park,AnujaMangle,4.0 of 5 bubbles,Sep 2019 • Couples,Sand and huge hills make a good combo for an evening tour ,The journey to Nubra Valley through Khardungla pass is simply breathtaking. The sand dunes of Nubra valley offers a desert like experience to tourists. You can also see a wide spread of colourful flowers during summers and autumn. The best part is the two humped Camel ride which is quite famous the tourists.
4,Sand_Dunes_Leisure_Park,Martin B,5.0 of 5 bubbles,Aug 2019,Camel ride?,A camel ride into the dunes compliments the view of these extraordinary dunes from the drive from Diskit.  A half hour trek on your camel is enough though!
5,Sand_Dunes_Leisure_Park,Sudhir K,5.0 of 5 bubbles,Aug 2019,Double Hump Camels,Nice place to visit. Ride on the double hump camels. Best time to visit is in the evening. Do not miss to visit the local ladhak dance in traditional dresses
6,Sand_Dunes_Leisure_Park,JAZZZY,5.0 of 5 bubbles,Aug 2019 • Couples,A beautiful desert in the Himalayas ,"We had been to nubra valley with family and friends.this is such a beautiful place definitely worth the visit. The double humped camels,bike rides and the scenery are truly amazing.The sunset was simply out of this world,it’s a photographers delight!!!"
7,Sand_Dunes_Leisure_Park,Prasanta D,4.0 of 5 bubbles,Aug 2019,Family visit is worth the time,"Double hump camel rides in the sand dunes is very enjoyable. The 1-hour visit is worth the adventure. needs a ticket for entrance, Spectacular areas with surrounding mountains "
8,Sand_Dunes_Leisure_Park,Mahi9,5.0 of 5 bubbles,Jul 2019,Serene and Nice,Its amazing how these sand dunes appear in middle of your trip with cold climate and on way to Ladakh.  Good place must visit. 
9,Sand_Dunes_Leisure_Park,Vijay Parekh,5.0 of 5 bubbles,May 2019 • Family,Unique place,"It's a unique place... Desert in the velly of mountains. It's located in Nubra velly, near Hundar village. U can do camel ride, riding of quade bike at this place. Here u can find camels with two humps. God's place to spend an evening with family and friends.  "
0,Sand_Dunes_Leisure_Park,chirag s,5.0 of 5 bubbles,Sep 2018,Beautyful,Its a must go place if you are visiting Ladakh. Sand Dunes in the Himalayas is worth watch. Camel Rides are fun. One should definately go for the double hump camle ride in evening.
1,Sand_Dunes_Leisure_Park,Sarthak B,5.0 of 5 bubbles,Jul 2019 • Couples,Double humped camel ride a must,"A big desert, ope area, double humped camels ride. Rates are fixed. It is advisable to go for 15 minutes ride @300(governemnt fixed rate), no bargaining. Its avery good as the system is very organized and the route is fixed and you get good pictures on the unique creatures."
2,Sand_Dunes_Leisure_Park,Rohit Nayak,5.0 of 5 bubbles,Aug 2018 • Friends,Desert Must Visit,"Its completely at the extreme end, you can experience the desert feeling over there, we had encountered  nice weather as well as view around!"
3,Sand_Dunes_Leisure_Park,Shuddho G,4.0 of 5 bubbles,May 2019 • Family,Visit of a different kind,Ladakh is a cold dessert and this place just goes on to remind you just that.Do try the Bike's & Camel rides for an experience of a different kind.
4,Sand_Dunes_Leisure_Park,Rahul Jain,4.0 of 5 bubbles,Jul 2019 • Couples,Bike & Camel Rides Must. ,"It felt very Shocking finding Snow , Mountains , Forest , Water Bodies & Desert on our way to Nubra. Lots of Nature beauty in these Areas. Sand Dunes also known as Cold Desert is On the way to Nubra. Many options for Dirt Bike Rides. We did it twice with some AKA ride which you will find before sand dunes. It was soo good that we did it again on next day on our return. Later we had Camel Rides in Sand Dunes Activities area. Very Crowded Area. Go Before 6 PM to enjoy proper sunset. "
5,Sand_Dunes_Leisure_Park,Sudhakar J,3.0 of 5 bubbles,Jul 2019 • Couples,Desert in Himalaya,"The span of sand dunes extend in 20+ kms in Nubra valley. Sand, greens, river, rocky mountains and snow on top -the combined view is unforgettable. The dunes with wind wave marks are similar to any big desert (Dubai, Jaisalmer, etc). ATV ride is entertaining on these with a mere 1000/- per ride. The double hump camels are another attraction of the area. Ride these for 15 minutes for 300/- each."
6,Sand_Dunes_Leisure_Park,Yashoda,5.0 of 5 bubbles,Jun 2019 • Solo,"Sand dunes, River, Mountains...All in one","This is one dessert where you find Nubra river, beautiful mountains and sand dunes, all at one place. The view near the river shore is very beautiful. The Hunder dessert close by is more commercialized and has more amount of sand than Sumoor, but that is not a good reason to miss this place. The river that you see near sand is way beautiful and not to be missed. Since the place is close to Hunder, one can cover both places in a day. :-)"
7,Sand_Dunes_Leisure_Park,rajesh Ghy,5.0 of 5 bubbles,Jul 2019 • Family,Beautiful,The desert in between hills ....what a beauty and bacterian camel ride is a must.one can also drive ATV there .do visit near sunset for best view and it is cooler too...
8,Sand_Dunes_Leisure_Park,VenkatBoinapally,5.0 of 5 bubbles,Jul 2019 • Family,"Awesome, nature at its best","Great juxtaposition of towering mountains, sand dunes and glacier fed Shyok river - beautiful, haunting landscape."
9,Sand_Dunes_Leisure_Park,vipin k,4.0 of 5 bubbles,Jun 2019 • Family,Sand dunes Safari,In the Nubera Valley there is an area covered with Sand dunes..It present a good view and one can enjoy Double Hump camel Safari which gives a different experience
0,Sand_Dunes_Leisure_Park,mindedifiers,4.0 of 5 bubbles,Jun 2019 • Couples,A desrt at a height of 10000 Ft.,Take an ATV ride on the sand dunes or take a double hump camel ride in the sand dunes which is located along the Shyok river. The wind is strong so  have a scarf or cap and sunglasses as the sand may get into your eyes. Seeing the sand dunes is simply marvelous and who can expect sand dunes art ten thousand feet along a  serene river.
1,Sand_Dunes_Leisure_Park,Teebaron,5.0 of 5 bubbles,Jun 2019 • Family,Nice place,"Not a must, but nice if you have enough time. It is always better to stay for more then two days in Nubra Valley."
2,Sand_Dunes_Leisure_Park,SamikB2016,5.0 of 5 bubbles,Jun 2019 • Family,The River through the white sand dunes,The vast sand dunes surrounded by the lofty mountains wearing the ice peaks and the river flowing through the dunes create an awesome scene. The double hump camels are found only in this place in India.
3,Sand_Dunes_Leisure_Park,Ontravelvibes,5.0 of 5 bubbles,Jun 2019 • Friends,Sand Dunes,"There were two nice things one is sand dunes and the second one was ice covered mountains looks so nice.Camel riding were there,Feels for dessert safari :) "
4,Sand_Dunes_Leisure_Park,2013Deborah2013,5.0 of 5 bubbles,Jun 2019 • Friends,strange feeling to be in a desert on the top of the world!,"Deserts have always a special effect on me. They remind me about what is essential in life and what is not. Same things do mountains. I am coming from a small village on the top of the Italian Alps and mountains around the world make vibrate my soul. This place is a combination of both, desert and mountains, a perfect match I never enjoyed before in my life. So open your spirit, embrace the nature, feel the wind on the skin and let the beauty of this place to fill your soul."
5,Sand_Dunes_Leisure_Park,Tim Tim Tara,4.0 of 5 bubbles,Jun 2019 • Family,"Sand Dunes change their place every day, surrounded by Mountains, located in Nubra Valley.","Has a decent restaurant for tea / coffee, a small water stream, Mongolian Camels for ride, which normally charge 300 for a ride for one person. There are scooters for ride as well."
