,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Ju_Leh_Adventure,Patrice,5.0 of 5 bubbles,Aug 2022,Group trek with Ju-Leh - perfect from beginning to end,"I was alone and I joined the group for the trek from Rumtse to Tso Moriri. Ju-Leh was perfect from the moment I contacted the agency by email until the end of the trek. Staff in office is very friendly and helpful, they answered all my questions and send useful documents and advice.The trek was wonderful. The guide Dorjey and staff were great and the group was composed of people of all nationality and there was a great ambiance and we had good fun all together. We went through beautiful landscapes and there was nobody else... just the beautiful mountains and us !Dorjey, the assistants and the horseman, all were wonderful people who did everything to make us comfortable. Special mention to our cook who cooked excellent and varied food everyday, really amazing.I recommend Ju-Leh to anyone who plans to go to Ladakh and especially for solo traveller who want to join a group it's a great option. Thank you to all !"
1,Ju_Leh_Adventure,Markus W,5.0 of 5 bubbles,Aug 2022,Great adventure with Ju-Leh!!!,"What a great adventure with Ju-Leh!!! We had 2 weeks in Ladakh, a mix of visits and trek in the Markha valley for 8 days. From first emails exchanged with Dawa to the end of the Ladakh trip, everything was perfect. The Ju-Leh team is very professional, great staff in office, friendly driver and amazing team during the trek with a warm thank you to Rigzin, the best guide ever! I highly recommend Ju-Leh for your next adventure in Ladakh"
2,Ju_Leh_Adventure,Deborah Y,4.0 of 5 bubbles,Aug 2022,Rumste to Tsho Moriri,"Ju-Leh does a fairly competent job at a great price.  The office staff are very helpful.  The cook and assistants did an amazing job.  The food was outstanding as is the scenery of the hike.  The guide lacked maturity and leadership.  Campsites on night one, four and eight need immediate attention. The first night we slept on the Indian highway. I had ear plugs for the truck noise, but it was not a great way to start the trip. Campsite on night four at Tsho Kar Lake had some of the poorest water I have ever drank in my life.  I have no idea how no one got sick.  The small water creek had huge amounts of trash, and the well was so nasty that I felt sick just thinking about drinking the water.  Ju-Leh needs to take personal responsibility and clean this up or change the campsite. Campsite number eight is just ridiculous.  Everyone in our group called it the Refugee Camp.  I think refugees are given better facilities than the Tsho Moriri camp.  We easily could have camped in the upper village where other groups were camping.  It was beautiful there.  The worst part about having such a terrible last camp is that it was the last impression of our week.  The hike is challenging and stunningly beautiful."
3,Ju_Leh_Adventure,Maria R,5.0 of 5 bubbles,Aug 2022,Trekking and visit of Ladakh during 3 weeks,"We travelled during 3 weeks in Ladakh in July-August 2022. Before the trip, we had a very good communication with Dawa who helped us select the most suitable trek for our group (we selected the trek from Rumtse to Tso Moriri Lake) and also arranged various cultural tours (Indus valley, Nubra valley).As soon as we reached Ladakh, Dawa, Stanzin and the team took care of everything. During the tours, our driver Lobzang was a great companion, always smiling, sharing stories and information about Ladakh, it was a beautiful introduction to this beautiful region and its culture.Then, during the trek, our guide Padma and his team (assistant, cook, horseman…) were wonderful and did everything to make the trek very comfortable. The food prepared by the cook Rigzin was just amazing, better than in restaurants in Leh! The landscapes during the trek were amazing, overall an unforgettable experience.Ju-Leh Adventure is a very professional agency with a friendly and dedicated team. We are very happy that we travelled to Ladakh with them.Thank you all!"
4,Ju_Leh_Adventure,Luca R,5.0 of 5 bubbles,Aug 2022,2 wonderful weeks in Ladakh,"We spent 2 wonderful weeks in Ladakh, visiting monasteries and lakes and doing a beautiful trek in the Markha valley. All that was possible thanks to Ju-Leh and the wonderful team who was with us during this trip. Very professional and efficient agency which we can only highly recommend."
5,Ju_Leh_Adventure,David F,5.0 of 5 bubbles,Aug 2022,The Best Adventure with Ju-Leh!,"We had the best experience with Ju-Leh, unforgettable trek in the beautiful Markha valley. Chospel was the best guide! We had a wonderful time with him. Would recommend this trek, this agency and Chospel to everyone!"
6,Ju_Leh_Adventure,miyoen,5.0 of 5 bubbles,Jul 2022,Amazing trek from Rumtse to Tso Moriri lake,"Beautiful trek from Rumtse to Tso Moriri, amazing landscapes, we loved it! Excellent organisation by Ju-Leh. We had a great time in the mountain with our guide Rigzin and the rest of the team who made sure that all was perfect (food, camp, etc.)."
7,Ju_Leh_Adventure,majid delnava,5.0 of 5 bubbles,Jun 2022,Climbing plan of Kang Yatse 2,"I have Alpine Club in Tehran.I worked with various adventure companies in Russia, Kyrgyzstan, Tanzania, etc.This company was one of the best in providing services.I am very satisfied with the cooperation with this company.This was the first appearance of Iranians in Markha Valley and Kang Yatse Peak."
8,Ju_Leh_Adventure,Ankush A,5.0 of 5 bubbles,Jun 2021,I stronly recommend,Great travel services. I stronly recommend this travel operator for professionalism and deep knowledge of Ladakh.
9,Ju_Leh_Adventure,Pradeep M,5.0 of 5 bubbles,Jun 2021,Adventure in Ladakh,"The team prepared a great program for us, mixing visits, cycling and short trekking. Staff is very friendly and professional, overall a great experience with this company that I can strongly recommend."
