,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Old_Raku_House,Peregrineri,5.0 of 5 bubbles,Aug 2018 • Solo,Definitely worth a visit,"This is a beautiful old house that has been turned into a cultural centre. They often hold workshops and lectures on ecology, etc. I love to visit whenever I can."
1,Old_Raku_House,Himachal,5.0 of 5 bubbles,Jan 2019 • Friends,Best place to visit in leh,Best place in Leh to visit ..heritage and cultural centre in the Leh town 15 mins walk from Leh market
2,Old_Raku_House,Mridutpal,5.0 of 5 bubbles,Jun 2019 • Friends,Beautiful and unique rako house,"I had a wonderful experience in visiting this rako house. A must visit house with museum, art gallery ,traditional toilet and a good open space to refresh your mind apart from this, this is a centre for workshop, yoga , seminar and different programs and lastly I will like to say I like the mint tea which is unique prepared by my friend thapa."
3,Old_Raku_House,Dadu,5.0 of 5 bubbles,May 2019 • Friends,Best place to Visit in Leh,A centre for learning and fun. Lot of things I understand about Ladakh and its Culture. The people are so welcoming and nice. Must see this once during your visit
4,Old_Raku_House,Arun Pal,5.0 of 5 bubbles,May 2019 • Friends,Best place to visit in Leh for a Heritage and Cultural Tour,If you are looking for Heritage and Cultural tour around Leh then Old Raku House is what i would 100% recommend.
5,Old_Raku_House,STANZIN Phunchok,5.0 of 5 bubbles,Aug 2018 • Solo,The 150 years old authentic Ladakhi traditional house know as Raku house/ Youth Cultural Centre-the feeling of oneness.,"I had a wonderful and amazing experience in visiting this 150 years old Ladakhi traditional house know as Raku house/ Youth cultural centre situated in Leh. This beautiful house has been restored and revived in it’s traditional way which seems to be very much pleasant and mesmerising for eyes to see. Apart from this, this centre also organises various kinds of seminars, workshops, music programs, yoga and meditation classes and many more which proved to be boon for many people. From the delicious local food served at this centre to peaceful ambience, everything is just lit. So whoever visits Ladakh I must say that you should visit this beautiful Raku house/ Youth Cultural Centre to experience the oneness of all. 😉"
6,Old_Raku_House,Stanzin Namgyal (chuksar),5.0 of 5 bubbles,Jul 2018 • Friends,This 150 year-old house in Leh is a treasure trove of Ladakhi culture.,"It organize conferences, seminars and workshops concerning Environmental Issues, Educational Development, Cultural Preservation, Scientific & Ethical Education.Development of the Cultural Heritage of the Himalayas. So for the tourist this place is best if you want to make your vacation much more effective"
7,Old_Raku_House,changchen09,5.0 of 5 bubbles,Jul 2018 • Friends,Mindfulness & workshops,"It's the best place to hangout during summer in Leh town, especially when there used to be various activities going on where we can learn about mindfulness, yoga, meditation, environment, ethics, moral, cultures; and also it's a great place where we meet people from all different parts of the world with different background and language. The organisation also shows awesome documentaries, short films, and presentations which are always edifying. For leisure also, it's awesome to sit there at the rooftop and enjoy playing/listening some good music! I've attended workshops and small events since two years. It's always on my top recommendation for myself, friends, and other visitors. Youths have the best opportunity to learn and work for a better future there! Must visit :)"
8,Old_Raku_House,Ghan Shyam,5.0 of 5 bubbles,Jun 2018 • Friends,"PEACEFUL, BEAUTIFUL WITH GREAT AMBIENCE- A must visit place in Leh.","Its a 150 year old traditional house with a very peaceful environment. There are lot of things to explore in it like The Museum, Art Gallery,Traditional Kitchen in the ground floor. A small cafe in the top floor where one could sit and listen to the birds chirping. Interact with the staff members, who are all student youth.It is taken care by the members of Flowering Dharma (A student-youth organization). They conduct a lot of activities over there, like Sunday Philosophy & Meditation classes, Mindfulness workshop, Cup Talks, Movie screening and many more! Its basically a short visit for like 1-2 hr unless there's any activity going on.The best thing is the vibe one gets after visiting this place. And make sure you try the pepper mint tea, which is home grown and fully organic."
9,Old_Raku_House,Lobsang W,5.0 of 5 bubbles,Jan 2019 • Solo,I am woking here since 2016 and find great joy,"I am from Arunachal woking here since 2016 with the team in the field of Cultural Preservation. I find great joy working here for the betterment of the Society, Culture and Heritage"
0,Old_Raku_House,Nishita M,5.0 of 5 bubbles,Apr 2019 • Solo,Living Heritage,Beautifully restored house which is also a youth cultural centre. Must visit for everyone interested in seeing the building and engaging in activities!
