,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Phyang_Monastery,Tini D,4.0 of 5 bubbles,Aug 2019,Festival,"Nice place to go during the Phyang festival. Entertaining show of the monks, nice market around the monastery, "
1,Phyang_Monastery,HotelLover2009,5.0 of 5 bubbles,Apr 2019,Magical,"We had the most magical visit. Couldn’t really describe in words, but we were lucky and fortunate to see a beautiful ceremony and be amongst the monks. "
2,Phyang_Monastery,SAM_SMARAT,5.0 of 5 bubbles,Jul 2018 • Family,Good place to visit,I Visited Phyang monastery With My Two Brothers In Month Of July. it was good experience for all of us. Phyang monastery is very Near to Leh City Just Like 15 To 16 kms. it's good place For Visit And Top View from the monastery Is Very beautiful. Must Visit Once This Monastery.
3,Phyang_Monastery,Lovers_paradise,4.0 of 5 bubbles,Jun 2018 • Couples,Monastery atop the hill at Phyang,"Phyang Monastery is a Buddhist monastery located in Phyang village, just 15-16 kilometres west of Leh.  It was established in 1515."
4,Phyang_Monastery,royjay2018,4.0 of 5 bubbles,Jun 2018 • Couples,Monastery At The Top Of A Hill,"Phyang monastery is located 17 km west of Leh. The name Phyang was derived from Gang Ngonpo that means the blue mountain, which is situated behind the monastery. Since there aren't any restaurants in the area, it is advisable to carry your own food while travelling to the Phyang Monastery"
5,Phyang_Monastery,Umang A,3.0 of 5 bubbles,Aug 2018 • Friends,Buddha,This is one of the oldest monastery located on Leh Sri nagar highway. Buddha statue here are beautiful and this has ice stupas.
6,Phyang_Monastery,Samarth T,5.0 of 5 bubbles,Jul 2018 • Family,Top of the hill,I visited this monastery with my brothers. This monastery is very oldest and beautiful place. This monastery is located at Srinagar highway. Everything is very near you can walking distance in this monastery and so amazing views. You can click some beautiful photographs. So if you are in leh must visit this monastery. Thank you. 😊😊
7,Phyang_Monastery,Angad Singh,5.0 of 5 bubbles,Jul 2018 • Friends,Nice place,A very spiritual and serene place. Each monastery in ladakh is unique and the experience of visiting each of them is not boring.
8,Phyang_Monastery,Vaibhav_Tailor,5.0 of 5 bubbles,Jul 2018 • Family,Spritiual place with Engineering Marvel,Phayang is the one place for which i'm very exciting because this village is having ice stupas.it's on the leh kargil highway if you are visiting leh in may or june then you must go this village you will be amazed by watching the monastery and the ice stupa specially hope there information will be helpful to you
9,Phyang_Monastery,Jamie F,5.0 of 5 bubbles,Jul 2018 • Couples,Interesting Festival,"We went the the Phyang monastery festival in July, it was very interesting. Somewhat mysterious as our grasp on Tibetan Buddhism was weak. "
