,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Tso_kar_Lake,Rajnish,2.0 of 5 bubbles,Aug 2021,Disappointing!,The lake has all dired up with piles of salt and patches of water. the worst part is the road to reach here is not a road. 
1,Tso_kar_Lake,soodrajen,4.0 of 5 bubbles,Oct 2019,A beautiful place in the lap of the nature. Calm and quiet with zero pollution of any sort.,We were there in a group of 18 people which included families with senior citizens. Everyone liked the place and would like to go back. The trip was wonderfully organised by Roopkatha Tours and Travels of Kolkata.
2,Tso_kar_Lake,Aruneet Dutta,5.0 of 5 bubbles,Jun 2019,"Hidden Treasure in Changtang, Ladakh","Tsokar is more of a fluctuating saline water lake near Leh- Manali highway, not as grand picturesque as Pangong Tso or Tso Moriri. But this lake offers salt beads, snow capped peaks and barren rugged fields going up to horizon. Also this lake hasn't been invaded by tourists, so it's way peaceful than other places.The lake gives a good chance of wildlife spotting including gazelles, kiang and crebes, black necked cranes among the birds. It was truly a great visit."
3,Tso_kar_Lake,jatinlodaya,4.0 of 5 bubbles,Aug 2019,salt lake with a view,"we merely had a photostop here, but it was a large lake with sale deposits seen from far.  excellent views of the mountains.  a must stop."
4,Tso_kar_Lake,C L,4.0 of 5 bubbles,Aug 2019,Another great lake!,"The lakes in the region are distant from the more populous areas, making them great for pictures and sightseeing.  Crowds are small and few.  "
5,Tso_kar_Lake,rads2k,4.0 of 5 bubbles,Sep 2018,In the midst of nowhere!!!,"Visited this place last year but my review is late. There was actually no water when I went, however the amazing night sky and the experience I had was something that I have never experienced anywhere.Star studded, shooting stars, milky way and what not. A must visit if you are in to birding or want some astronomical delight!!!"
6,Tso_kar_Lake,Th_vicker,4.0 of 5 bubbles,Sep 2018,"Nice lake, peaceful, beautiful scenery","Not much to do around the lake, but just walking by and discovering the amazing landscape, the mountains surrounding the lake is worth the trip. Few restaurant and guest house in Thukje. The trek to Tsomoriri is easy to find and pretty."
7,Tso_kar_Lake,Pradip P,5.0 of 5 bubbles,Apr 2019 • Friends,Great sights tovisit,"Sights are something out of world.Water is clear blue clean. Monastary are quite high in hilly area, it amazing how the manage to build this in old days with no cranes available."
8,Tso_kar_Lake,Rish Agarwal,5.0 of 5 bubbles,Apr 2019 • Family,"Forget Pangong, Visit Tsomoriri - Rare & Beautiful","Tsomoriri is a place which (thankfully) is not yet ruined by Bollywood & tourists. The scenic beauty & calmness of this place is beyond words. Unlike Pangong, which has turbulent & flowing water, this place is absolutely calm. At certain times, you can see a perfect mirror image which is naturally formed by the calm water in the lakeOften termed as a treat for bird watchers (sometimes also spotting of black necked cranes is reported), you can go for overnight camps with nomadic families & spend the nightIt's almost an 8 hour drive from Panong towards Tsomoriri but once you reach, it's absolutely worth it. Attaching pictures I took at the lake for reference"
9,Tso_kar_Lake,royjay2018,3.0 of 5 bubbles,Jun 2018 • Couples,Scenic Tso Kar,Tso Kar is a high mountain lake at an elevation of 4530 meters above sea level located in the southern part of Ladakh. It is known for its scenic beauty and the wide variety of wildlife it supports. It is one of the three high altitude salt water lakes in Ladakh. The lake is very popular with bird watchers as the marshlands surrounding the lake support an amazing array of bird life.
