,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,De_Pashmina_Emporium,Buzzy134,5.0 of 5 bubbles,Aug 2022,Our favourite Leh emporium!,"Omar only sells beautiful items: pashminas, silk stoles and wonderful 'magic' carpets. Not only is he personable and charming, but he has the knack of summing up a client's taste and preferences. Look no further for quality and value for money!"
1,De_Pashmina_Emporium,DPEOmar,5.0 of 5 bubbles,Aug 2022 • Couples,Must visit for great purchase,Thanks a lot for your kind words. Hope to see you again next year Inn sha Allah 
2,De_Pashmina_Emporium,arjun pradhan,5.0 of 5 bubbles,Jul 2022 • Friends,Brilliant,Thanks a lot for your kind words. Hope to see you again next year Inn sha Allah 
3,De_Pashmina_Emporium,Rebecca C,5.0 of 5 bubbles,Jun 2022 • Couples,Best place in Leh,"Omar has great collection of carpets, pashminas and silk stoles. He has a knack of understanding people’s tastes and can cater to their needs. He has amicable pricing and i am sure that anyone who visits his shop wont return empty handed."
4,De_Pashmina_Emporium,asaadia,5.0 of 5 bubbles,Feb 2022 • Solo,Gorgeous  carpet (exactly as promised),Omar was a friendly and fantastic person. He sells amazing quality scarfs and carpets at brilliant prices - I bought some beautiful pashminas! Would 100% recommend 😊😊😊
5,De_Pashmina_Emporium,Nikita J,5.0 of 5 bubbles,Aug 2021 • Family,Beautiful and unique,"Best place for the quality, price, and absolute beauty of his pashminas, carpets and shawls (the most authentic and well made). Plus, the owner, Omar, is a great guy and now a true friend."
6,De_Pashmina_Emporium,Happy Heta,5.0 of 5 bubbles,Sep 2021 • Couples,Great,"The carpet that I bought (that too online, via whatsapp) was exactly as promised. Very very happy with the purchase. The carpet is so beautiful. The owner was so helpful and supportive right through the whole process and was very patient answering all my questions. They have an amazing collection and they go out of their way to find the exact thing that you need.Super happy"
7,De_Pashmina_Emporium,Priyadharshini S,5.0 of 5 bubbles,Sep 2021 • Friends,Fabulous products. Great service,"Very beautiful and classic collection of shawls and hand made carpets, very rare collection u can see , Omar who handle the shop is very knowledgeable and warm to deal with, I was very happy to shop , will ge back again for sure , one must visit 👍"
8,De_Pashmina_Emporium,GT,5.0 of 5 bubbles,Sep 2021 • Couples,Pleasantly surprised at every step,Beautiful stoles and good quality. Excellent customer service 😍. So many varieties to choose from.👍🏾
9,De_Pashmina_Emporium,N Wadhwa,5.0 of 5 bubbles,Aug 2021 • Solo,Best carpets and pashminas,A wonderful shopping experience with wonderful variety of products and great service. Omar who handles the shop is very knowledgeable about the crafts and his products offer a wide variety and are of great quality. He personally attends to all his customers with great patience and consideration. We went as a group of 5 and each of us found what we were looking for.
10,De_Pashmina_Emporium,aldoddoli,,,,"Some of the most beautiful carpets we have seen and more importantly, Umer is a great guy to deal with. Our experience was awesome all the way."
11,,,,,,"Here you can find the best quality, I found the most beautiful pashminas and carpets in Leh here (and I will say India). Most visit place!!"
0,De_Pashmina_Emporium,Sheena D,5.0 of 5 bubbles,Mar 2021 • Couples,Great service for a beautiful carpet,I have just bought another silk carpet from Omar via the internet and am delighted with it. I only saw photos of it beforehand and  a good written description. It was relatively easy to pay for and it arrived within a week to Scotland so a great service all together. Would definitely recommend. High quality beautiful carpets.
1,De_Pashmina_Emporium,Sylvie B,5.0 of 5 bubbles,May 2020 • Friends,Professionalism and kindness,"Omar has exceptional products and fair prices. He is very welcoming and takes all the time needed to support your explorations and choices. He sends his products all over the world, when needed."
2,De_Pashmina_Emporium,Myrna P,5.0 of 5 bubbles,Jan 2020 • Friends,Kashmiri arts and crafts,"We were invited into Omar’s shop and were entertained one evening, as we sipped tea and learned about the ancient art of rug making in Kashmir. Time flew by as we enjoyed the stories and loved the gorgeous carpets shown to us. Prices were reasonable for quality of products and service was impeccable!! Carpets were shipped and received as promised. A great investment and reminder of an unforgettable adventure! Thanks Omar🙏🏻"
3,De_Pashmina_Emporium,marcopolo92310,5.0 of 5 bubbles,Aug 2019 • Friends,Excellent quality products ,"I had the opportunity to by a few scarves at Omar shop! First, Omar is very nice, very helpful and we enjoyed a lot our time in the shop. Second, we were very satisfied with the quality of the scarves and are wearing all the time in winter :) I more than recommend his shop if you come to Leh !! "
4,De_Pashmina_Emporium,Myrna P,5.0 of 5 bubbles,Feb 2020,First Class Service/First Class Product,First visit to this area with my son who was blown away by Indian generosity and hospitality.  One of our stops was the Emporium where we were greeted by Omar and Shabir...two gracious and knowledgeable hosts!Delicious Kashmiri tea was offered and gratefully accepted as we were shown some unique and never-seen-before tribal carpets.  Such exquisite quality and design and so reasonably priced.  I highly recommend this place and will definitely be back!
5,De_Pashmina_Emporium,Janine,5.0 of 5 bubbles,Oct 2019,Fair business with a familiar atmosphere,"What first caught us were not his beautiful carpets, but Omar himself. He is a nice guy looking for genuine conversations with people while having a good Kashmiri tea. Omar does not sell cheap quality items and consequently they have their price. But he is very knowledgeable and is eager to find exactly what you are looking for. In the end, you walk out with a good deal and a new friend."
6,De_Pashmina_Emporium,Paul C,5.0 of 5 bubbles,Jul 2019 • Friends,Great place!,Great place to chill and admire art. Friendly and openhearted people. Great to have a talk over tea.
7,De_Pashmina_Emporium,Bombam K,5.0 of 5 bubbles,Dec 2019 • Friends,Nice shop,"Very nice Pashmina scarf shop in Leh. They have a lot of style, so I will back to there again for sure. :)"
8,De_Pashmina_Emporium,Paul R,5.0 of 5 bubbles,Nov 2019 • Friends,Omar a great resource ,"The emporium has a nice selection of pashminas and carpets but the real find is Omar. He is knowledgeable, honest and has great rapport customers. Always shop around but certainly give this store a visit.  "
9,De_Pashmina_Emporium,Russell W,5.0 of 5 bubbles,Jul 2019 • Solo,This is the place and Omar’s the guy!,"I was staying nearby and Omar warmly welcomed me as I walked by. He invited me in just to look. He was low key and low pressure in his manner and to my surprise I found the one item I was interested in acquiring g, a kill I’m runner carpet for my hallway at home. We negotiated back and forth for a few days and he was always a gentleman. Still, I left without buying.Two months later I decided I wanted it and gave him a call. He shipped it immediately saying we could arrange payment later.For textiles, Pashimas and rugs Omar is THE guy in Leh."
0,De_Pashmina_Emporium,Nurit,5.0 of 5 bubbles,Sep 2019 • Couples,Best place to buy carpets in Leh,This place have the best selection of carpets.Omar the owner of the shop make sure to give you the best customer service. We bought 3 beautiful Killim carpets. 2 of them were shipped by Omar and arrived with in 10 days as promised. Omar was on top of it the whole way.We highly recommend shopping here.Thank you Omar
1,De_Pashmina_Emporium,Wakimika,5.0 of 5 bubbles,Aug 2019,An Experience in Quality,"Omar has taken great care to select a collection of high quality rugs and pashminas that stand apart from those generally on offer at the main bazaar. This is woven art that will stand the test of time, and reward the owner with a lasting testament of the inspired beauty that can be created by hand.Omar's patient and knowledgeable approach makes this authentic shopping experience part of the appeal. Before purchasing pashminas and rugs in Leh, I would advise tourists to visit Omar to have their expectations reset. I myself purchased a lovely rug, and hope to continue to build on this warm first connection."
2,De_Pashmina_Emporium,Raavi Singh,5.0 of 5 bubbles,Sep 2019 • Friends,Great quality products ,"A shop with a limited but amazing collection of shawls, stoles and ofcourse pashmina.! The variety was mind blowing and we had a great time while finding the best for us there. Omar was very courteous. Would definitely visit the shop when in leh market "
3,De_Pashmina_Emporium,Sheena D,5.0 of 5 bubbles,Aug 2019,Wonderful rug with grest service,"We found Omar's website on internet when we decided to buy another Indian rug. It was a big decision to buy an expensive, large silk rug without having seen it other than photos and answers to our questions to Omar. It was a bit of a challenge getting the bank send the money, (but that is probably a good thing  given the scams you hear about).Omar was very patient about this with lots of questions from me!The rug arrived within a week to Scotland and is absolutely beautiful. We had to pay VAT but hope to reclaim import duty ad it is categoruzed as handcrafts. Would definstely recommend."
4,De_Pashmina_Emporium,Pat S,5.0 of 5 bubbles,Aug 2019 • Solo,Great Shop,"I met Omar in 2019. Great guy, fair and very knowledgeable about Pashmina and carpets. Most of all, there was none of the high pressure tactics used by some salesmen. It was a pleasure."
5,De_Pashmina_Emporium,nardlamboo,5.0 of 5 bubbles,Aug 2019 • Friends,"Amazing products, owner and shop","I was looking for good quality and nice scarfs for my girlfriend and my family. With all his knowledge and experience, Omar and me came to a selection of the finest products. The material that the scarfs are made off are pure and very good quality. Furthermore, Omar is a very kind and fun person to spend the time with. He also helped us on our further travel in India. I would advise everyone to spend some time in Omar his shop!Thanks Omar!"
6,De_Pashmina_Emporium,tisayiam,5.0 of 5 bubbles,Aug 2019 • Friends,Great Shopping Experience with Treasure,"Great experience and good quality products. First our intention just 500 rupee shawl but we end up with 30,000 rupee shawl. With this guy Omar, has a great hospitality and fruitful in product knowledge."
7,De_Pashmina_Emporium,Atonu Das,5.0 of 5 bubbles,Jul 2019 • Couples,My experience of buying a carpet from De Pashmina,"Hopefully this will serve to reassure folks that at De Pashmina you will get excellent quality carpets at the best possible price. My wife and I spent about 2-3 hours and Omar was so helpful, so accommodating and most importantly so genuine. He made it very clear that we were not under any obligation to buy just because we were looking at quite a few pieces. He literally ""rolled out the carpet for us""! We ended buying one Kilim and one mix of Kilim and carpet. It was a lovely experience to see and hear about the different carpets and Omar is so knowledgeable, polite and warm...."
8,De_Pashmina_Emporium,Peregrineri,4.0 of 5 bubbles,Jul 2019 • Solo,Tribal carpets,"I went in to look at the tribal carpets and found that they have quite a nice selection. It's not a big store, but a nice one."
