,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Chemre_Gompa_Monastery,claire c,5.0 of 5 bubbles,Jun 2019,Museum and Gompa,Excellent unexpectedly so was the visit here. We savoured a  cup of tea and looked at kitchen artifacts well preserved and displayed. the view was amazing.It was special to see photos and information about the missing Panchen Lama on display. It has been restored by many dedicated people volunteering here in the past. So all this makes it quite special amongst the gompas and monasteries of Ladakh. The very friendly atmosphere and kindness of monk attending to us also made it worth the trip
1,Chemre_Gompa_Monastery,rjpriyanka,4.0 of 5 bubbles,Apr 2018 • Friends,Buddha,"There are so many monastreies in leh, this one is located on the way to changla. Smaller but beautiful."
2,Chemre_Gompa_Monastery,Umang A,3.0 of 5 bubbles,Apr 2018 • Friends,Buddha,"This is very small monastry compare to the other one in Leh, located in the way to changla, very few tourist visit here."
3,Chemre_Gompa_Monastery,Lovers_paradise,4.0 of 5 bubbles,Jun 2018 • Couples,A Glimpse Of The Roof Of The World,"Chemre Monastery is located about 45 km from Leh, towards the Chang-La Pass south-east of Leh. It was founded in 1664 and is the memorial of King Sengge Namgyal of the Ladakh."
4,Chemre_Gompa_Monastery,royjay2018,3.0 of 5 bubbles,Jun 2018 • Couples,The  Padmasambhava Statue At Chemrey Gompa,"Chemrey Monastery is located approximately 40 km east of Leh. The monastery has a notably high Padmasambhava statue.The monastery comprises a number of shrines, two assembly halls and a Lama temple. The main attraction of the monastery is the one storey high statue of Padmasambhava."
5,Chemre_Gompa_Monastery,Umang A,3.0 of 5 bubbles,Aug 2018 • Friends,Buddha,This monastery has fewer tourists but equally beautiful as other one on Leh. Do visit museum if you stop here.
6,Chemre_Gompa_Monastery,Blitzkrieg3,4.0 of 5 bubbles,Aug 2018 • Friends,Charming Monastery,"Chemre Gompa Monastery is one of the fascinating Buddhist Monasteries in Ladakh, located at a distance of about 40 kms away from the Leh town. One can enjoy the breath taking view of this beautiful Monastery from the place at which Chang La and Pangong Tso intersects. Overall, a nice monastery toi visit on your trip to Leh & Ladakh."
7,Chemre_Gompa_Monastery,avinash k,4.0 of 5 bubbles,Jul 2018 • Friends,Visit it only if you have time,"It is a great structure and a beautiful one from the looks, but you will need dedicated time for its visit so don't make it to your plan if you can't squeeze in dedicated time"
8,Chemre_Gompa_Monastery,Kaushik G,4.0 of 5 bubbles,Aug 2017 • Couples,Less visited monastery,"We had visited this small monastery located on a hilltop on our way to Changla Pass during our vacation in Ladakh.This monastery did not have many tourists compared to Thikse, Hemis and other famous ones in Leh. We liked the peaceful ambience of this place and the museum on the top floor of the monastery."
9,Chemre_Gompa_Monastery,Geoff3599,5.0 of 5 bubbles,Aug 2017,Off the beaten track,"By far my favorite monastery.  We visited many of the most famous around Leh.  Chemre had fewer tourists, was quieter and the paintings were just as fabulous.  "
0,Chemre_Gompa_Monastery,655Denis,4.0 of 5 bubbles,Apr 2017 • Business,Doing some sightseeing around Leh,"What a wonderful sight this is slightly off the main road, but well worth the detour.  In great condition and a great photo opportunity if you like old buildings."
1,Chemre_Gompa_Monastery,infoaddict,4.0 of 5 bubbles,Sep 2016 • Couples,May be Worth A Visit,"Only got to see this stunning monastery complex from the road on the way to Pangong Tso. But it looked interesting.If you have your own transport then may be worth looking at it, as it's definitely one of the less visited places."
2,Chemre_Gompa_Monastery,SubishKS,5.0 of 5 bubbles,Aug 2016,Nice,This is monastery is located at the top of small hill and the route of access to reach by walk only and its nearly half an hour. Nice and excellently organized monastery.
3,Chemre_Gompa_Monastery,Sooz C,4.0 of 5 bubbles,Oct 2016 • Couples,Got to Monks Practicing for Festival,This was very special as when I heard the music I thought it was coming from a speaker. Then I noticed the monks almost hidden in the corner of the courtyard. 
4,Chemre_Gompa_Monastery,huys25,5.0 of 5 bubbles,Oct 2016 • Couples,"Also called Chemday Gompa. Beautiful construction, great museum in the top floor","We had an overnight stop coming back from Pangong Tso and Nubra valley. Already from a distance this monastery complex can compete with the most famous monasteries in Leh valley. We were allowed to make pictures here.After exploring the many corridors, stairs, patio's and three temples, one of the monk asked us if we had seen the museum.The museum is on the top floor, and one of the best and complete in Ladakh region. The entry fee was Rs 50/ per person, but no photo's were allowed here."
5,Chemre_Gompa_Monastery,Clayhaus,4.0 of 5 bubbles,Jul 2016 • Friends,"Saw only from afar, but still 4 stars","Upon our return from the Nubra Valley region I would have loved to stop and visit this scenic-looking monastery (well, OK: almost all of the Ladakhi monasteries are scenic-looking!), but we didn't have the time. Nonetheless, we did halt for a couple of photographs and that in and of itself is worth 4 stars. Try to catch it in the afternoon when the light is upon it."
6,Chemre_Gompa_Monastery,raja p,4.0 of 5 bubbles,Oct 2015 • Friends,350 years old monastery,this is 350 years old monastery.the gaint padma sambhava statue is main attraction here.it is after hemis gompa.paintings are good.
7,Chemre_Gompa_Monastery,lotusdiamond,3.0 of 5 bubbles,Jun 2016 • Family,Chemre Gompa,Located at isolated place of Leh. Monastery is nothing different from other monasteries. Under renovation/construction till June 2016. Can be avoided if you are short of time and visited most of other monasteries of Leh. Located on the hilltop as other monasteries.
8,Chemre_Gompa_Monastery,itinerarirasta,5.0 of 5 bubbles,Apr 2016 • Friends,Most mysterious,"Chemrey or Chemdey as it is called locally, seems uninhabited; or rather its not active like Hemis. But it is really beautiful and I liked it best. Very scenic views, and isolated feel that the monasteries of bygone days must have had. "
9,Chemre_Gompa_Monastery,Begaraaj S M,5.0 of 5 bubbles,Apr 2016 • Solo,Classic Chemre !!!,"I went to this Monastery on29th April 2016, I am on my way back from Pangong lake to Leh, my tour goes like this,Pangong Delight Camp - Chang La - Thak Thag monastery - Chemre monastery - Hemis monastery - Masho monastery - Stok palace museum - back to Leh.This monastery is located about 40km from Leh, its a must visit place when we are in Leh, I took some glorious photos and videos to cherish.Happy travelling...Enjoy !!!"
0,Chemre_Gompa_Monastery,Zwillingsseele,4.0 of 5 bubbles,Oct 2015 • Friends,Fantastic view,The drive to this monastery is really stunning. Situated on a hill it looks like a picturesque postcard. Unfortunately it was not hat restaurated and many parts were under construction. But really worth to see.
1,Chemre_Gompa_Monastery,RAMAKRISHNA SARIPALLI,5.0 of 5 bubbles,Sep 2015 • Solo,Chemre Gompa Monastery,"Chemrey Monastery or Chemrey Gompa is a 1664 Buddhist monastery, approximately 40 kilometres east of Leh, Ladakh, northern India. It belongs to the Drugpa monastic order."
2,Chemre_Gompa_Monastery,ghosh_avinandan,5.0 of 5 bubbles,Sep 2015 • Couples,Real calm & peace,Nice calm place...with awesome landscape...give a peace of mind...must see if you are travelling to Leh
3,Chemre_Gompa_Monastery,AkashRoonwal,5.0 of 5 bubbles,Aug 2015 • Friends,Monastery! Peace!,The gompa is located at 40 kms from Leh. Estd in 1664. Very peaceful & calm.Provides an insight of the rich culture!
4,Chemre_Gompa_Monastery,PROF.HARAGOPAL MATHSYARAJA,5.0 of 5 bubbles,Aug 2015 • Solo,MUST VISIT,"This beautiful and scenic monastery on the top of a hillock, just away from the main Leh - Pangong lake road at Sakti village must be seen for its architecture."
5,Chemre_Gompa_Monastery,SomnathSarkar,5.0 of 5 bubbles,Jul 2015 • Family,Honest Monks,"The gompa is 40 kms from Leh. Estd in 1664, the gompa is run by the Nyingma pa. Situated on a hillock, it has a honey comb appearance from a distance. Inside, there are several floors, so one should be prepared for climbing some steps and carry a bottle of water. Inside there is a 300 yr old statue of Vajraguru Padmasambhav, some exquisite frescoes, strange potted plants, a small but very rich Tantric museum. The museum's  chief draws are ancient parchments in both Sanskrit and Tibetan, damru made of human cranial bones and yak skin, ancient weapons and cooking utensils. There was a huge skeletal head of an ibex, the biggest I saw in Ladakh. But the jewels were the young monks on the top floor. One young monk was experienced in Tantric practices. I exchanged some experiences in meditation with him, to my full satisfaction. We had dropped a bag containing INR 40k, realised our error after 2 hours, and barely had our vehicle been parked, when a monk called us out from the top floor. He said he had opened the bag in search of some mobile phone or phone number, but finding none, he had kept the bag in his safe custody. We plain land dwellers cannot easily imagine such honesty. A truly humbling experience in front of such true hermits."
6,Chemre_Gompa_Monastery,Yat123,4.0 of 5 bubbles,Jul 2015 • Couples,Simple and Pure,The museum over here is real good. But it is bit interior and placed in a village side and you will get a wonderful view to see lush green village from top of the  monastry.
7,Chemre_Gompa_Monastery,DipakJivnani,4.0 of 5 bubbles,Jul 2015 • Solo,Beautiful village & mountains view,"While our return from Pangong lake, we visited this monastery on the way. Beautiful farms of the village welcome you before you start on the winding roads to the main monastery. Views from the top of monastery are excellent."
8,Chemre_Gompa_Monastery,Sarita2508,4.0 of 5 bubbles,Jul 2014,Beautiful Place,Set up in the midst of beautiful mountains. The place is a must visit. Peace of mind and soul. Keep time in hand and dont rush
9,Chemre_Gompa_Monastery,sayam123,3.0 of 5 bubbles,Jul 2014 • Couples,Amazing  Monastery,This place is must visit. While every monastery as beautiful this has a nice backdrop of mountains which make this even beautiful
0,Chemre_Gompa_Monastery,robin t,4.0 of 5 bubbles,May 2015 • Couples,Beautiful Architecture,"Very colourful and nicely maintained Monastery right on the top of the hill. Nice landscape view, nice greenary and mountains filled with sand like material making this place a really scenic one."
1,Chemre_Gompa_Monastery,BenoitViot,5.0 of 5 bubbles,Oct 2014 • Friends,Last Stop before China,"If you want to visit the amazing Pangong Tso (Lake), have a stop on your way in this out of time and out of touristic place Gompa ... take time to breathe and enjoy the scenary ... joyfull"
