,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Jama_Masjid_Leh,Baaz,5.0 of 5 bubbles,Jan 2020 • Solo,Spiritual feel.,God is the greatest. It is Located in the central part of the Leh town echoing call to prayer 5 times a day.
1,Jama_Masjid_Leh,sandeep k,4.0 of 5 bubbles,Mar 2019 • Friends,Mesueam of old things which we know,This is a perfect mosque to visite to know ancient thing which is discovered from early man many things to know about it
2,Jama_Masjid_Leh,P G,3.0 of 5 bubbles,Jul 2019 • Friends,Central Asian museum in the Mosque,"One may visit the Museum , it is an attempt to showcase how Central Asia has connection with LEH and Muslim Culture."
3,Jama_Masjid_Leh,Umang A,3.0 of 5 bubbles,Apr 2018 • Friends,Nice,Major religion is Buddha in Leh but other people also leave happily here. This is a small nice masjid in leh
4,Jama_Masjid_Leh,Sightsee737349,3.0 of 5 bubbles,Aug 2018 • Friends,Old historic mosque ,This mosque was set up in Leh many years back and is of historic significance. It’s situated just at the head of main market of Leh 
5,Jama_Masjid_Leh,SAM_SMARAT,5.0 of 5 bubbles,Jul 2018 • Friends,Very oldest place in Leh,I visited to Leh Ladakh with my two brothers. It's a good journey for all of us. Jama Masjid is located Leh Main Market. I visited Jama Masjid in month of July. At that time Jama Masjid is redeveloping. It's very historical place. I think Jama Masjid is 600 years old. Good place.
6,Jama_Masjid_Leh,Samarth T,5.0 of 5 bubbles,Jul 2018 • Family,Jama masjid in Leh,"I visited Leh Ladakh with my two brothers in month of July. Jama masjid is situated at main market. Jama masjid is oldest and historical mosque in leh. When we came in Ladakh the jama masjid was redeveloping. Hope it will become very huge... If you will visit Leh,must visit this place. Thank you. 😊😊"
7,Jama_Masjid_Leh,Vaibhav_Tailor,3.0 of 5 bubbles,Jul 2018 • Family,Masjid in the market,"Jama masjid is at leh main market but when i went there in july 2018,it was under construction they are constructing new masjid .and i saw the proposed plan which looks good i think after construction it will look good."
8,Jama_Masjid_Leh,Angad Singh,4.0 of 5 bubbles,Jun 2018 • Friends,Historic Mosque,Historic mosque in Leh. Nice place to visit if you are nearby. A lot of its historic heritage has been now donated to the silk trade museum.
9,Jama_Masjid_Leh,royjay2018,3.0 of 5 bubbles,Jun 2018 • Couples,Leh Jama Masjid,This is the most historical mosque of Leh and is located right at the heart of the Leh Main Market. It is one of the biggest mosques located in Leh town. This Masjid is beautifully decorated with amazing stone-carvings in its inside walls.
