,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Pashmina_House,richa5791,4.0 of 5 bubbles,Sep 2018 • Friends,Original collection of pashmina,"If you are visiting leh and want to take some beautiful gift for your dear , then this is the shop. It has large collection of beautiful pashmina. Warning : Visit only if you have pocket full of money, as you will start liking all the collection they have and you will have an urge to buy all ;)"
1,Pashmina_House,Cosmopolitan401666,5.0 of 5 bubbles,Aug 2018 • Friends,Pilgrimage to lndia,"I was travelling with a group of 12 from Canada to India. Our itinerary brought us also to Leh Ladakh. I left my country with the intention to buy a rug. One of the group members ended, after shopping around other carpet stores, at the Pashmina House and bought her piece there. I learned about it and checked it out myself. Majid is a very good sales person, with a lot of knowledge and insights. He is very friendly and funny too.Well, l ended up buying a bigger piece than what l planned. The formalities for shipping were done quickly and l got possession of my piece within one week after leaving lndia. I love my carpet and l can only recommend the Pashmina House and naturally ask for Majid to give you the insights and tips to find the right piece for you."
2,Pashmina_House,GRBAachen,5.0 of 5 bubbles,Aug 2018 • Couples,any time again !!,"Best shop in Leh for Pashmina scarves and shawls. Nicely located, great variety in terms of colors, patterns, quality and prices. The shop is run by the owner family (father and son), as well as some very knowledgable staff. Ask for Majeed, he truly has great taste. Recommendation: enter the store WITHOUT tour guide (tour guides receive 10-20% comission on everything you buy) and be sure to negotiate at least 20% rebate on all marked prices."
3,Pashmina_House,Kultida N,5.0 of 5 bubbles,Jul 2018 • Friends,Good place,"The nice place and good qulity Kahsmir scarf, fair price. I recommend this shop for everyone who visits Leh to visit Pashmina house, you will find some thing good."
4,Pashmina_House,Maggy S,5.0 of 5 bubbles,Jul 2018 • Friends,Luxurious Cashmere and Pashmina shop,"Luxurious cashmere and pashmina scarfs, shawls with reasonably price.Mr.Majid is a good advice, he showed us everything we want without pressure to buy. He took care of us , offered nice tea and wifi password 😄. Mr.Majid is the real gentlemanWe bought a lot of scarves for ourselves and a gift with good discount. If you looking for a good Pashmina/wools scarfs. I recommend Pashmina House in Leh Main Bazar Market."
5,Pashmina_House,MaggyMalin,5.0 of 5 bubbles,Jul 2018 • Friends,Excellent Pashmina shop,"If you want to buy a good scarf. I recommended a Pashmina house there is a shop in Leh. We bought a lot of beautiful scarfs, pashmina and wools. It’s good quality ,fair price, friendly staff and nice place. I beg you’ll love there!!"
6,Pashmina_House,sunanan2018,4.0 of 5 bubbles,Jul 2018 • Friends,High quality,"Very high quality of pashmina ,Mr.Majid is a good consultant,he 's very kine.I hope to go back there again.Pashmina house is very nice place and has clean wash room.Thank you for extra scraf.😄"
7,Pashmina_House,kritthiyaporn t,5.0 of 5 bubbles,Jul 2018 • Friends,The best Pashmina shop in Leh,"Staff is very nice and they have a good recommendation for you. Kashmir scarf is a good quality and the best price. If you will travel to Leh don't miss to visit here and choose the scarf that you like. Just walk into the shop, you will give the smile. :)"
8,Pashmina_House,Kimm,5.0 of 5 bubbles,Jul 2018 • Friends,Cashmere,good quality fabric. Soft n comfortable~. U can make this to be goods or cloths. Cool shop for everyone!!:)
9,Pashmina_House,jitsuporn,5.0 of 5 bubbles,Jul 2018 • Friends,"Good Quality , Luxury and Friendly","Pashmina house is one of recommended shop in LehWe brought many beautiful scarfs. it’s good quality ,fair price, excellent salemanshipIf you come to this shop I’m sure they will find some thing good for you. :))"
