,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Tanglang_La,Ujjawal,5.0 of 5 bubbles,Jan 2020,Best road trip to Manali from leh,The highway takes you to Manali..A beautiful place through beautiful journey...You would enjoy your ride..Here you will find many things to see out from your car..
1,Tanglang_La,Indiabyroad,5.0 of 5 bubbles,Sep 2019,Like a roof of the World Indeed ...,"A Request before the Review- In the Service and Our Gratitude to the BRO and the Labourers who keep the road in pitch condition in such difficult living conditions- PS: Offer some edible/snacks items and drinking water to those people who you see working here ...I have realized it after I have interacted with the labourers a couple times about the difficulty and their inability to stock sufficient food due to various factors- few are - high and dry landscape, extreme working conditions, nearest proper market and shops available at Kharu (almost 90 Kms away)  and their financial barrier and expenses incurred to usually buy and stock food and water . Such genneroua offers may cost you nothing but means a lot to them - maybe a packet or two of biscuits, snacks items , bottle of water etc which otherwise would not be needed by you once you reach your destination ..A beautiful drive and an unimaginable scenic place to see .... The roads on either side has been kept in excellent condition by our BRO Team and their workforce .. It's a great place but usually travellers skip it only because on the way to Leh - travellers are anticipating more to reach Leh ASAP and evade acclamatizarion issues . While travelling from Leh towards Manali- they are in hurry to cover up the lap to reach their destination ASAP ... "
2,Tanglang_La,reubenranjanfern2017,5.0 of 5 bubbles,Sep 2019,Great scenery.,This a great place to watch the scenery. Great huge mountains and valleys together makes the view superb.
3,Tanglang_La,CT Tai,5.0 of 5 bubbles,Sep 2019,very high mountain pass,we ride from manali and this is the last pass before we reach leh. it is pretty quiet when we reached tanglangla - a nice moment to enjoy the clamness of the place. 
4,Tanglang_La,Martin B,5.0 of 5 bubbles,Aug 2019,The 2nd Highest Motorable road in the world.,Amazing views and an amazing drive up and down.  Spectacular rock formations on the decent to the Indus
5,Tanglang_La,CHANDRA N,5.0 of 5 bubbles,Sep 2019 • Couples,Second Highest Mountain Pass.,"We travelled from Manali to Leh on NH3 and passed through Rohtang Pass, Nakeela Pass, Lachungla Pass and  Tanglang La pass which is the 2nd  high mountain pass in the world and lies at an elevation of 5328 meters (17480 feet).  At Tanglang La we can see Very beautiful scenic views. It is quite windy over there."
6,Tanglang_La,Biren P,5.0 of 5 bubbles,Jul 2019,what a view,"The third highest pass, congratulation BRO for excellent work, right on manali-leh highway.Kudos to BRO"
7,Tanglang_La,Rohit Nayak,5.0 of 5 bubbles,Aug 2018 • Friends,2nd Highest Motorable road,"Nice chilly weather, its the 2nd Highest motorable road after Khardungla. Nice view from this point, you will get good photos over here"
8,Tanglang_La,Shuddho G,4.0 of 5 bubbles,May 2019 • Family,Visit of a different kind,On your way from or to Manali you will cross Tanglang La.Be careful when you get down to take photographs.The wind can be treacherous.
9,Tanglang_La,boomtangboy,3.0 of 5 bubbles,Jun 2019 • Solo,Bad roads and Sub-Zero,Its something that has to be done if you are travelling to Leh / Numbra. The pass its self is quite busy and you would only get time to step out and in before moving on 
0,Tanglang_La,mnrkrishnan,4.0 of 5 bubbles,May 2019 • Family,World's 2nd Highest Motorable Road,"It is mentioned in a Board at the Pass that this is 2nd highest Motorable Road in the World.  This Pass as well as almost in High altitude roads in Himalayas are well maintained by BRO.  Kudos to BRO.  The scenic beauty of snow capped Himalayas high altitude location and the chilly, cold breeze all together make the location an adventurous spot."
