,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Leh_Market,Sparsh Jain,4.0 of 5 bubbles,Jan 2023 • Solo,Must checkout,"Great place to eat, shop and hang around. ""Valley Dryfruits"", ""Neha Snacks"", ""Sky Wok"", a monastry in the market etc are nices places to go.Its the common market place and muat be visited at least once."
1,Leh_Market,Alok Badoni,5.0 of 5 bubbles,May 2022,Best place to buy local artifacts and handicraft items,"Heart of Leh, the main market, centrally located and is full of buzzing activities from morning till dusk."
2,Leh_Market,suresh,4.0 of 5 bubbles,Jul 2022 • Friends,Peep of Leh,"It’s a complete local market gives you a feel of local Leh. Mostly non veg, very limited veg option with decent food. Need to focus on basic infrastructure and development."
3,Leh_Market,Ravsh,5.0 of 5 bubbles,Aug 2022 • Family,Very good,"A must visit place in Leh preferably in the evening when the lights are on. Its a small market with many eateries, ATMs and other shopping options that gives you a wonderful feeling. A wide pedestrian walking space and sitting space as well. Very well managed place-can easily spend 4-5  hours there."
4,Leh_Market,NayantSavani,4.0 of 5 bubbles,Jul 2022,A small pedestrian zone,The Main bazaar road has shops lined on both sides selling varied items with few cafes also. It is walking only street.
5,Leh_Market,Redfred320,4.0 of 5 bubbles,Jun 2022,"Rare pedestrianised shopping street in this enjoyable mountain town, plenty of opportunity to buy souvenirs","In a two-week tour of northern India, this was the town centre wee enjoyed most. Pedestrianistion makes for a far more enjoyable shopping and cultural experience, with the added bonus of some attractive bars and restaurants, often hidden away on top floors and only spotted by keeping your eyes upwards. By aiming for the smartest looking pashmina and shawl shops we found helpful and friendly English-speaking staff who were delighted to see foreign tourists for the first time in three years, and negotiated for some beautiful and reasonably priced Indian made scarves and Tibetan handicrafts. There are also a couple of larger, smarter, glass-fronted shops on the left as you walk down nearby Fort Road.  (We avoided the lesser shops and stalls in the market, the product and service generally looked less good.)"
6,Leh_Market,travellerZ6006SK,1.0 of 5 bubbles,Jun 2022 • Friends,Filthy city,Filthy city with stray dogs roaming everywhere. Barely able to walk on the pavements.Can't sleep at night due to poor howling stray dogs..not a great tourist attraction
7,Leh_Market,Deepak_01,4.0 of 5 bubbles,Jun 2022,Nice market square.,"Nice & cozy market with an array of shops & cafes.Lots of artefacts ,souvenirs & Pashmina all around.But beware of  people pulling you over to their shops for Pashmina,because unless you know the difference mostly fake ones are sold.German bakery was terrible with tasteless & stale pastries.Nice seating all around to laze."
8,Leh_Market,V B,1.0 of 5 bubbles,Jun 2022 • Friends,Filthy city,Filthy city despite the tourist boom. Stray dogs everywhere.  Virtually no place to walk. The municipality should do much more to improve the infrastructure.  Most migrant workers from Jharkhand Nepal and Kashmir are very niceAwful toilets on way to the famous sites
9,Leh_Market,WildYak.in,5.0 of 5 bubbles,Mar 2021,Ladakh holidays,"The Leh Main Market is one of the most attractive and energetic places in Ladakh. You can get everything from jewelry to clothes, groceries, to local street food. The market consists of various stores, shops, and stalls set up in a fanciful arrangement, where you can make your way between the shopkeepers and sellers to find items of your choice."
