,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Pangong_Tso,Ali Asgar B,5.0 of 5 bubbles,Oct 2022,Diwali Trip,"We visisted Pangong Lake in October 2022 when tempratures were _8 at the lake. the lake view is mesmerising and you don't want to leave from this place. the lake has crystal clear blue waters which changes colors during morning, afternoon and evening. If you are visiting kindly take enough winter clothes as electricity is very limited so you won't get heaters for full day. also there are no electric geysers in hotels for hot water."
1,Pangong_Tso,Sharwari K,4.0 of 5 bubbles,May 2022 • Family,Pangong Tso - The Mood Maker,"Pangong Tso,a colour-changing lake nestled in India's territory is an jaw dropping location.Though the traveling to this place consumes major time,but the scenarios on the way and the lake itself are worth that time. Definitely pay a visit to this place ,it is a heaven in India"
2,Pangong_Tso,Be U,5.0 of 5 bubbles,Oct 2022,It's a must!,"It took me half day from Hunder pass mountains again and again. Finally! there is huge, beautiful lake in front of me. Nobody say this is in India when I show the pictures."
3,Pangong_Tso,imran ehsan khan,5.0 of 5 bubbles,Sep 2022 • Friends,Unbelievable Pangong lake ,Beyond the expectation and unforgettable trip but little problem of oxygen other wise the beauty of nature it's amazing being there once in a while 
4,Pangong_Tso,Ankita Surabhi,5.0 of 5 bubbles,Oct 2022,"Look no further, go traverse those Ancient Tracks!","Ancient Tracks is one of those travel and tour arrangement companies that can anticipate and meet your desires to explore this beautiful land of Ladakh. Located in the heart of Leh main bazaar, opposite the 'I Love Leh' sign, the team at AT are well-informed, considerate and extremely kind in setting you up for the adventures of this pristine and precious land. Through AT one can plan all kinds of trips - bird watching , photography, zoology, bike trips and treks, cab rides in Leh and throughout Ladakh. It is always good to be prepared so reduce dependency and eliminate redundancy and always be clear and upfront about the ideas that you have, and AT will help you plan the trip with ease. It's great for both, solo and group travellers. The prices offered at AT are some of the best in the market and more than reasonable for the risks and challenges that lay in any trip. AT offers great travel advice and has teamed up with some of the most experienced drivers, who have hundreds of trips worth of experience. Whether it's Nubra, Zanskar, Srinagar, Pangong, and everything between the borders with Pakistan and China, go ahead, explore and appreciate everything through AT."
5,Pangong_Tso,Subhendu S,5.0 of 5 bubbles,Sep 2022,It's a Heaven,"Exotic place. Every one should visit once in Life, those who are having very sound health. Aged person should avoid. Though I have not faced any difficulties but my wife, my sister, friends have faced problem. Oxygen Cylinders should be available with you, if you are visiting & spending night here. "
6,Pangong_Tso,Taz9,5.0 of 5 bubbles,Aug 2022 • Family,Beautiful experience ,"I just can’t get over this place. It is peaceful, beautiful, magnificent, comforting and full of love. The adventure to reach here is all worth it. You can spot beautiful species of birds and mammoth. The terrain is so magical that it’s impossible to get over it.I am definitely going back to this place and stay there for a while."
7,Pangong_Tso,Shoven Kumar,5.0 of 5 bubbles,May 2022 • Friends,What a beauty 🤩,Wow.... landscape view with transparent water and chill weather. Biking to pangong ..wow. Some part of the road under construction but yes must go place.
8,Pangong_Tso,Faisal M,5.0 of 5 bubbles,Sep 2022,Pangong Lake,"Beautiful lake and landscape, off-road experience, different terrains, beauty of nature changes after every turn on the road,  extreme weather conditions..No electricity, (but generators will work for few hours)  no telecom/data networks,"
9,Pangong_Tso,Sachin Mahadeshwar,5.0 of 5 bubbles,Sep 2022,Pangong Lake,"Most beautiful place in Ladakh. As suggested by a friend, do visit the place before sunset to see the Blue water. Fading light view is just awesome to see how the Blue lake turns to a black tinge. Drivers paradise. Awesome weather and really happy to see the locals taking care of the place.."
0,Pangong_Tso,Narayantravelogue,5.0 of 5 bubbles,Jul 2022,Trip to the Paradise,Drive from Nubra to Pangong was scenic with ever changing landscape.  The first sight of Pangong Tso was just superb.  The lake as said and written in various reviews keeps changing colour as the day goes. Mountains around look majestic.
