,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Manjushri_Lha_Khang,Dalbir_S_Virdi,4.0 of 5 bubbles,Oct 2018 • Couples,An ancient temple in Alchi Complex,"Similar to Lotsa Temple and Sum-tsek,Temple, Manjushree temple is also part of Alchi Monastery. Here also photography is not allowed inside the temple. temple houses a very different style of statues and paintings which depicts anger, danger and protection."
1,Manjushri_Lha_Khang,Blitzkrieg3,4.0 of 5 bubbles,Aug 2018 • Friends,Must Visit,"Situated close to Lotsawa La-khang in Alchi town of Leh, ManjushriLha-Khang is a renowned local temple with a great prestige story behind it. ManjushriLha-Khang shrine is also known as JampeLhakhang and is said to have been designed in 12th or 13th century. This square shrine consist four pictures of Manjushri, a well-known Bodhisattva. The sculptures of this shrine adhere to the concept of thousands of Buddhas, while goddesses and gods are in majority at the wall place. It is a must visit place if you find yourself in Leh."
2,Manjushri_Lha_Khang,Tejisaji,3.0 of 5 bubbles,Jul 2017 • Friends,old to be notice,you wont find this as attractive but when you think on the ages before has been made than you will appropriate this 
3,Manjushri_Lha_Khang,SoboRay,5.0 of 5 bubbles,Jun 2017 • Couples,Beautiful!,"This is one of the 3 small temples within the main Alchi complex. You'll be fooled by the diminutive entrance - inside, you'll find towering 3 storey high statues of boddhisatvas. The artwork, over a thousand years old, is truly marvellous.As a note of caution, please do maintain the peace and tranquility of the place."
4,Manjushri_Lha_Khang,Kennathinley,5.0 of 5 bubbles,May 2017 • Family,Really nice place,"Manjushri hall, there you see 4 manjusrhis, different color and posture, never seen anything like this before. "
5,Manjushri_Lha_Khang,raja p,4.0 of 5 bubbles,Sep 2015 • Friends,800 yrs old temple,this is said to be 800 yrs old.this is in alchi village.the temple surroundings are very spectacular.paintings inside the temple is stunning.
6,Manjushri_Lha_Khang,Ajay R,4.0 of 5 bubbles,May 2016 • Family,A rustic place with a view,"One must not miss  a travel to this place. Though a little distant from Leh town, its worth the effort as you can get a rustic feel of the Ladakh district, arguably the most scenic district of our wonderful country"
7,Manjushri_Lha_Khang,AbhiSlch,4.0 of 5 bubbles,Jul 2015 • Friends,Manjushri..You Beauty,"Manjushri does not figure in everybody's Leh travel plan..However one of my friend visited it and forced me to take a trip of ~60kms from Leh just to visit this place, and it was amazing. The well preserved statues and painting just bring out the local culture to life."
8,Manjushri_Lha_Khang,Begaraaj S M,5.0 of 5 bubbles,Apr 2016 • Solo,Marvellous Manjushri !!!,"I went to Alchi on 25th April 2016, this monastery is one of the oldest and most visited monastery in the Ladakh region, its a protected monument and its located around 60km from Leh.The paintings are very peculiar and I wonder how it is surviving so many years, all visitors should be responsible by not using flash and adhering to the rules and regulations/instructions mentioned there.Must visit for all age groups when we are in Leh, I took some fantastic photos and videos to cherish.Happy travelling...Enjoy !!!"
9,Manjushri_Lha_Khang,itsindia,4.0 of 5 bubbles,Jul 2015 • Friends,Good wall paintings and sculptures,"Belonging to same period as Lotsawa Lha-Khang, Manjusri Lha-Khang is also important for it 14th century wall paintings. Sculptures of Manjusri is also worth seeing."
0,Manjushri_Lha_Khang,Vikas Singh,5.0 of 5 bubbles,May 2014 • Family,Stunning statue of Manjushri in four different colours,"The Manjushri Lha Khang is the last chapel you visit in the Alchi temple complex. It has four images of Manjushri in golden, white, red and blue colors. Each image is surrounded by strange looking elephants, snow lions, birds and other animals."
