,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Donkey_Sanctuary,wonderingcorse,4.0 of 5 bubbles,Jul 2019,the donkey sanctuary is closed.,went to look for the place to find hope and inspiration and found it closed.the tourist information office confirmed its a permanent thing.sad and im walking around with lots of carrots in my bag.
1,Donkey_Sanctuary,Umang A,3.0 of 5 bubbles,Apr 2018 • Friends,Donkies...,"There is actually a sanctuary for donkies in Leh. Small set up for street donkies, run on donations."
2,Donkey_Sanctuary,royjay2018,4.0 of 5 bubbles,Jun 2018 • Couples,Great Effort For A Noble Cause,"Opened to the public in July 2008, the Donkey's Sanctuary in Leh is primarily funded by a South African photo-journalist Joanne Lefson while the local affairs are looked after by Stany Wangchuk. The animals here are primarily those who are not capable of any work, due to old age or disabilities, and have been abandoned by their owners. Not only do they get medical care and food here, but are also kept safe from street dogs. There are some baby donkeys here too mostly born here only and some pregnant ones as well. The male species are distinguished with red ribbons, while the female ones with yellow. The Sanctuary is located just off the road leading to Khardungla Pass, the highest motorable road in the world."
3,Donkey_Sanctuary,Lovers_paradise,4.0 of 5 bubbles,Jun 2018 • Couples,Home For The Homeless Donkeys,The Donkey's Sanctuary is located around 3 km from Leh. This sanctuary was opened in July 2008 to accommodate the neglected donkeys in Leh. Around 30 donkeys can be taken in at a time. Preference is given to injured and pregnant donkeys. But once they are healed and have given birth they are released back to the open to look after themselves once again. The sanctuary is run on donations and favours shelled out by concerned travellers and animal lovers.
4,Donkey_Sanctuary,TheBeckhams421,5.0 of 5 bubbles,Nov 2018 • Couples,Well worth a visit if you love animals,"Not the easiest to find, especially with the road dug up around it. Best to approach from the outskirts and cross the bridge. There were about 20/25 being cared for on our visit. All looked in good shape. Best NOT to arrive with 2 kilos of carrots in a bag if you don't want a donkey mugging - they can bite. Would be better to give food to the staff so it can be given out in a more orderly fashion. They are sweet little creatures and most like to be petted. We left RS500. Im sure they're grateful for all the help they can get. All they need in Leh now is someone to take care of the dogs .... 😕 "
5,Donkey_Sanctuary,dzejar,3.0 of 5 bubbles,Aug 2018 • Friends,A garden with a lot of old or ill donkeys,"We came to see and feed some donkeys during our stay in Leh, but the place was closed and only way to reach someone was to call some number, what is not easy for tourists without local phone plan. International roaming doesn't work in the area at all. So we tried to give some vegetables to donkeys over the fence and went away as there was no way to get inside. It would be nice to have some better option to contact staff. If you're planning to visit, you might want to contact owner in advance from a place with internet or a telephone."
6,Donkey_Sanctuary,Stanzin Y,5.0 of 5 bubbles,Jul 2018 • Friends,Angel's from Heaven... ,"It is very painful to see those beautiful creatures struggling to Live their life without any shelter, food and even water....though Ladakhis are doing prosperous in every field but the humanistic side is diminishing very fast... Agriculture land and turning into big concrete structures leaving the animals to eat plastics and sleeping in the busy streets... Where is Ladakh going?But there are still some angels looking after those poor creatures..The story begin.......Two days back i saw two donkeys trying to   reach  tree leaves at old road but the donkeys were to small to eat those leaves so i went to help them but when i reach them the smaller fellow was trying to scratch her forelegs repeatedly when i checked it there was a medium wound from bog bite... First i felt helpless for not have anything to calm him down but after some time i google donkey sentury leh and i found one contact no and dialed without wasting any time.... Luckily it got connected on the first dial and a very soft spoken gentleman answered and sent his volunteer within short time...I really appreciate your spirit of work...... "
7,Donkey_Sanctuary,Katrin R,5.0 of 5 bubbles,May 2018 • Friends,Heartwarming donkey sanctuary,We went on a mountain bike tour around Leh and stopped at the donkey sanctuary. Worthwhile quick stop; good to see they have a lovely shelter. Not over-done but honest and needed. Thanks!
8,Donkey_Sanctuary,julia p,5.0 of 5 bubbles,Dec 2017 • Solo,Love of animals, If you get a moment in beautiful Leh glance past the sanctuary and leave a few rupees. You see the lovely donkeys abandoned in the streets I can't imagine what happens to them in the winter. There is alot of love in the sanctuary it's really superb how someone has sacrificed their time and money to do it. 
9,Donkey_Sanctuary,Mohit M,5.0 of 5 bubbles,Sep 2017 • Family,A fun visit if you have extra time in Leh,"The sanctuary is about 10-15 min drive from Leh market. Totally worth a visit if you're relaxing in Leh and waiting to acclimatize. There's about 15 donkeys that were stranded, hurt, etc. that are now being cared for. You can bring or buy food and feed the donkeys. They're super cute!"
0,Donkey_Sanctuary,neera2014,3.0 of 5 bubbles,Jul 2016 • Business,good for animal lovers,after all everybody need to be taken care of.. This is donkey sanctuary..for most underrated animal in world although this animal is so humble and hardworking but we still use his name for most of abusive languages..
1,Donkey_Sanctuary,Debasis,4.0 of 5 bubbles,Aug 2016 • Friends,Kind of weird & fun,"The name only weird, it was actually fun all together. we enjoyed a lot and was smiling all through the way imagining about a sanctuary for donkeys."
2,Donkey_Sanctuary,Sanexplorer666,5.0 of 5 bubbles,Sep 2016 • Couples,Funny place,Make sure to visit this place for funny photographs and The place is much different from what rest of Leh offers to you.
