,Tourist Attraction,Name,Rating,Date and criteria,Title,Review
0,Dreamland_Trek_Tour,Philip B,5.0 of 5 bubbles,Sep 2022 • Friends,Brilliant Trek,"We had a great time, super helpful and informative team on the Markah Valley trek. Great food and good communication with Javeed at the office leading up to the trip. Thanks!"
1,Dreamland_Trek_Tour,Helen Menhinick,5.0 of 5 bubbles,Sep 2022 • Couples,Markha Valley,"My husband and I trekked the Markha Valley route over 8 days.From arriving in Leh, at the Dreamland office, to departure our experience was without complaint or hitch. We were given the trip of a lifetime with every detail so calmly organised. Our guide Idga was excellent- so good at planning, very knowledgeable and reliably looking after us. The cook was a genius and a true character and the pony man kept happy healthy ponies and the little donkey.The scenery was breathtaking and every corner turned, a different vista. My favourite bits were the high passes, what a wonderful feeling.  Javeed made sure we had the best experience and organised at trip to Pangong Lake and Nubra Valley after our trek where we had a ride on two hump camels. Can’t fault anything- Can’t wait to go back. Thank you Javeed, Idga, Beem, our pony man and our driver Ali."
2,Dreamland_Trek_Tour,Alexander G,5.0 of 5 bubbles,Jul 2022,Great company for the individual travel experience!,"The cultural tour was very well organized and everything worked out perfectly. From a logistical side, we could not have asked for a better experience. The company owner, Javeed, speaks English very well, he was very responsive to our email queries, and it was pleasant to discuss the possible tour options with him. Also, he was very flexible to accommodate all our boundary conditions for the tour. I have rarely seen this with a travel agency in the past.Our driver on the tour, Ali, was a similarly honest and trustworthy person who did an excellent job. The only downside was that unfortunately, the driver spoke only very little English, so we received almost no information about the things we saw on the tour. I picked some info from our travel guide book, which was OK, but I am sure we missed a few interesting infos. If you would like to get some additional information while on the road, we recommend to discuss this with Javeed beforehand (booking an additional tour guide might be an option).The Markha Valley Trek, including the climb of Kang Yatze II, was an unforgettable adventure. The trekking guide Sonam, our ponyman, cook and assistant were all very friendly and quickly became our Ladakhi-Nepalese family. The food was great, and the trek itself was very pleasant to walk. Our recommendation is to make sure that the group brings along a dedicated toilet tent, and a comfortable chair for each person. For altitude acclimatization, we took Diamox, which worked very well. None of our group got any altitude problems. You can buy the Diamox in Leh in a pharmacy without any problem (Javeed can help to find it), but it's even better to take it before you arrive in Leh.Kang Yatze II is a serious mountain climb that requires mountaineering skills and the right equipment (crampons, gaiters, ice axe, climbing harness and rope). You can rent the gear from Dreamland Trek and Tour, but we advise to carefully check it with Javeed before you go on the hike. Some of the equipment was a little bit worn-out and needs to be renewed. The snow conditions during our hike (early July 2022) required us to cross countless small crevasses, and 2-3 larger ones (>1 metre wide, and many tens of metres deep). Two days before our summit push, two avalanches released on the glacier, cutting straight through the route. So make sure that the mountain guide has crevasse and some avalanche rescue equipment available. The high camp location doesn't exist any more (we heard it was permanently closed), so the summit push now is a 14-hour return hike from the base camp, covering 1200 vertical metres. Bring a good head lamp that lasts through the night. We left the base camp at 23:00, returning just after lunchtime the next day. Standing on top of Kang Yatze II just after sunrise is an incredible feeling that makes the pain worth it!In general, we recommend Dreamland Trek and Tour. It’s a professional company, and they really try to make your trip as enjoyable and memorable as possible."
3,Dreamland_Trek_Tour,Matt,5.0 of 5 bubbles,Jun 2022,Great experience with excellent support,"Dreamland organised a great tour for us of the Ladakh region. In particular, Javeed and his team went above and beyond by organising the delivery of my delayed luggage to a remote corner of Ladakh without extra charge, which was a huge help. And thanks to Ali, the best driver in Ladakh!"
4,Dreamland_Trek_Tour,Ana I,5.0 of 5 bubbles,Jul 2022 • Couples,Tremendo,"We have just finished a trek from Lamayuru to Kant Yatse II through the Marka Valley. It has been a great and amizing experience. Everything was perfect: the organitation, the food, the team and, of course, our guide Sonam.We have felt very well attended by all the people working in it. The planinification of the days for a gradually aclimatation to all we had to walk and to the altitud was perfect. The food was very good, variated and in big amount of it.We all have to say is Thanks to all the team (guides, cooker man, helper and ponymen), all of them taking care of us, and thank you very much for celebrating with us that we had reached the summit of the Kant Yatse Peak.So, everything was really excelent . I would recomended to everyone who loves mountains,  who likes knowing people and who wants to feel secure being led by a good guide."
5,Dreamland_Trek_Tour,Julie B,5.0 of 5 bubbles,Jun 2022 • Friends,Amazing!,"Our experience with Dreamland was amazing! We had such a good trip! One advice would be to meet with the guide before going. The office is good at administrating the trips, but do not have knowledge about all the equipment you need to bring."
6,Dreamland_Trek_Tour,Amish S,5.0 of 5 bubbles,May 2022 • Family,Excellent trip with Dreamland trek and tours,Big thank you to dreamland trek and tours. We were 10 of us with 4 kids to explore Ladakh. Being a season time the rates everywhere was a rip off. Javeedji from dreamland trek and tours turned out to be a big saviour. He provided excellent service throughout our trip. Had a totally hastle free trip. Kids were happy and we all returned with smiling faces.Amish ShahPune
7,Dreamland_Trek_Tour,Rukhsana P,5.0 of 5 bubbles,Aug 2021 • Friends,Awsome trek Lamayuru to Hemis ,Just finished the trek with dreamladakh. It was unforgettable experience. The food was 5 star Passang is the best chef he made pizzas and cakes at 4000mters. Gyalson and Lobzang both are so professional I am talking about our guides and the pony man Ishey in one sentence I want to say they are a perfect team very caring. We highly recommend dreamland trek & tour. 
8,Dreamland_Trek_Tour,Ratul_Neogi,5.0 of 5 bubbles,Jul 2021 • Family,Mesmerizing Ladakh with Dreamland,"Very well organised with attention to detail and positive response to any request. We planned to cover multiple locations in Ladakh over a week. All stay arrangements, travel, passes etc. were organised seamlessly. Dreamland is passionate about Ladakh tourism and it shows in the service provided. We would definitely like to do our next visit to Ladakh with Dreamland and recommend them to friends and family."
9,Dreamland_Trek_Tour,Annie P,5.0 of 5 bubbles,Feb 2020,Excellent Company - Best Snow Leopard Treking Experience,"I recently completed a 12 day trip with Dreamland - 3 days of touring around Leh and surrounding areas and 9 days Snow Leopard trekking.Leh and the monastery tours were amazing, prefect time to visit the area as there are nearly no tourists, of 10 sites visited I only encountered 2 other foreign tourist and 1 Indian tourist.As a single female and wildlife enthusiast, I had booked a 9 day private Snow Leopard trek to Hemis National Park, I was of course a little nervous traveling alone to a remote location. I felt 150% safe and looked after the entire time. The 4 camp staff and my 2 wildlife guides (Gyalson and Stanzin), went out of there way to make this a trip of a life time, they were kind, gentle, knowledgeable and fun people. We saw 4 leopards - a lone female twice, then a mother and 2 juveniles for 7hours!!! We also saw 2 Lynx once and 2 Wolf on at least 3 occasions including a successful hunt of a woolly hare and a very near miss hunting a Blue Sheep. We also also many birds and Pika. The sightings and the stunning scenery was well above my expectations.The trip was very well organised from start to finish, camping equipment was in excellent condition and the food provided was delicious and plentiful. Javeed was incredibly patient answering all my pre trip questions, and I asked a lot!I could not recommend this company and its trekking / wildlife staff highly enough. Do not waste money booking with an international operator, book direct with Dreamland, it is cheaper and the money goes direct to the people of Ladakh and the experience is amazing."
