Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,SimonB,5.0 of 5 bubbles,Jan 2023 • Friends,Sartaj Sheek Emporium bespoke clothing Goa,"I'd researched this place prior to going to Goa and visited on our 1st day. Immediately took a liking to Sartaj, as he was very professional, extremely helpful, and took plenty of time to show us fabrics and explain his processes. We had numerous shirts, shorts, dresses and a leather jacket made by him, all excellent quality, perfect fit and reasonably priced. Although we never purchased he does jewellery too. Once he has your size he can ship worldwide. If you are in Goa and in the market for bespoke clothes or jewellery I would highly recommend a visit."
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,chris,5.0 of 5 bubbles,Dec 2022,The amazing jewellery,I know without doubt that they are fantastic tailors. BUT please don't forget that they are amazing jewellers too. I was in the shop in December and some of the pieces were unusual and quite unique.  This is definitely the place to go if you want a piece of jewellery made which is personal to you.  A wonderful christmas treat from my other half i love wearing it....the best thing is no one has anything like itkeep up your fab customer service....defo will be calling in on our next visitvery best wishes to you all
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Maureen P,5.0 of 5 bubbles,Feb 2022 • Couples,Feeling happy,We were very happy with our visit we bought a lovely ring and returned the following year to buy another. We found them very friendly and trust worthy we still keep in touch and ckass them as friends now
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Stuart L,5.0 of 5 bubbles,Dec 2022,Amazing experience AGAIN,this is the second suit that Sarjat has made for me for weddings. i go in with a basic idea and he just expands it so it is more than unique.i just love spending the time with him... a total perfectionist. also his dad is fab and Raj is lovelyAnd dont forget you can have custom jewellery made too my hubby bought me the most beautiful champagne and white diamonds ring
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Moira Heaton,5.0 of 5 bubbles,Nov 2022,Very Professional,"My husband had several shirts made, all fit perfect & the finish is superb! I also had a pantsuit made again perfect. Would definitely recommend."
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,yvonne,5.0 of 5 bubbles,Nov 2022 • Couples,The best tailors in Goa,"We got recommended Sartaj and so glad we did , Sartaj is a fantastic tailor and lovely person who can’t do enough for you . Sartaj made us some shirts , a top , trousers and a dress which fitted perfect and attention to detail is 100% . We highly recommend Sartaj and we will be back in November with more orders ."
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Trip65241,5.0 of 5 bubbles,Nov 2022 • Couples,Goa 2022,"We eventually returned to Goa in November 2022 and had a wonderful time . While there it was recommended that we visit Sartaj if we required any expert tailoring and dress making  ! We met with Sartaj and his lovely dad both wonderful and caring people . I have had a wonderful dress made for the races next year ( purely from photos ) it is amazing .  My husband had many shirts made to measure and trousers, the attention to detail is amazing . We plan to return next year with more orders."
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,NicoIrvine,5.0 of 5 bubbles,Nov 2022 • Solo,Top Tailor,"Whatever your tailoring needs , Sartaj is your man ..friendly , knowledgeable and efficient…they are also easy to find in Candolim"
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Sharon S,5.0 of 5 bubbles,Nov 2022 • Couples,Best place to have clothes made,If you want some clothes made to measure this is the place to go! I have had clothes made many times here and are always well made and look fabulous! I have just had two pairs of shorts made here on my last trip to goa and I can honestly say they are really well made and made just the way I asked and I have  had lots of compliments on them Thank you Sheek emporium will be back
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Karen,5.0 of 5 bubbles,Dec 2022 • Couples,Excellent,Always excellent service style and quality thanks to Sartaj and team we are looking forward to revisiting goa in February after 3 years of covid absence xx
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,cag802,5.0 of 5 bubbles,Nov 2022 • Couples,First class,"After 3 years we finally got back to Goa and one of our first visits was to see Sartaj and his father Shafiq. Last time I visited Sheek Emporium I had 2 suits made, so this time I wanted a black waistcoat to complement the grey suit I had made. I also got Sartaj to make me some golf shorts. All fitted perfectly and the service again was first class. I also took a coat to be repaired. It was a Barbour quilted coat, where the lining of the collar had become ripped and worn. I had originally taken it to Barbour who told me they couldn't repair it. Sartaj did an excellent repair and the coat now looks like new."
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Catherine H,5.0 of 5 bubbles,Nov 2022 • Couples,Excellent service and beautiful tailored trousers,"Excellent service and a beautiful pair of tailored trousers. We took a swatch of fabric with us and they took a great deal of trouble to match the fabric for us. Trousers measured, fitted and ready within 3 days. Would highly recommended."
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,lyndasheldrick7,5.0 of 5 bubbles,Nov 2021,Outstanding tailoring!,"Gosh what an absolute pleasure to visit Sartaj, amazing range of fabrics and brilliant tailoring, for me and my husband!   Cannot recommend him highly enough 👍"
Sheek_Emporium_Armanii_Boutique_Since_1950-Candolim_Bardez_North,Joyce D,5.0 of 5 bubbles,Apr 2022 • Couples,"Had suits & shirts made by Sarteg, quality, value & fit are exceptional, highly recommend visiting here when in Goa","When in Goa I had two suits & four shirts made by Sarteg, they all are of the highest quality & value for money, I have also ordered from UK, recommend you visit here when in Goa"
