Tourist Attraction,Name,Rating,Date and criteria,Title,Review
Mystery_Rooms,moniyash01,5.0 of 5 bubbles,Dec 2022,A mind blowing experience,"What a experience it was in the Mystery rooms the challenges , tasks , surprises and the MYSTERIES we faced were awesome. I went for the 2nd time me and my friends enjoyed the experience 2 times and we are very lucky that we got to know about this place and visited there and enjoyed the experience. It's also a exercise or a test of your brain how could you face the challenges and solve them leniently . It was very good and the team was also very friendly to us ."
Mystery_Rooms,nitinks1987,1.0 of 5 bubbles,Dec 2022,No one can escape without all hints.,No one will be able to escape without hints.. All clues are very tough to understand.Without hint no one can escape in 60 mins
Mystery_Rooms,Kavyaaaaaaaa,4.0 of 5 bubbles,Nov 2022,"A Night in Bhangarh - Really fun, interesting and spooky","This mystery room was quite well made and the mystery was very interesting to solve. Definitely recommend it to anyone looking for an adventurous fun, spooky time with friends."
Mystery_Rooms,516manav,4.0 of 5 bubbles,Oct 2022,Mystery Room Review,"I loved my day at Mystery room with my friends. Although a tad bit pricy especially for 3 to 4 people, I really liked the real life experience game I played there and would love to spend some time again."
Mystery_Rooms,RishadMurtaza,5.0 of 5 bubbles,Oct 2022 • Family,Mystery Rooms....  Adventure worth imbibing,Mystery Rooms. It's an adventure worth imbibing. You may visit them with family or friends at any time of the day or year. Even if you had been an ardent fan of Sherlock Holmes you would still need all your intellect and imagination to succeed in the journey.  There are clues concealed with supreme acumen and hints drop by.  A knowledge of law and love for books would come handy.  So pull up your skills and take the challenge.  The more people are in the group the more one would enjoy. So all the best and have an enjoyable and mesmerizing experience 
Mystery_Rooms,Amogh_Shukla,4.0 of 5 bubbles,Oct 2022 • Family,The experience was good,Our experience was good ..But i have a complaint which has to be worked onIn the first escape room in bhangargarh theme theres an opening at the back of the room so one of my cousin tried to see whats inside that  as he touched the curtains he thought something is inside some kind of wall .. as he touched the curtain he fall down and had an injury in his back and head . This was the worst thing .. pls see into it and revert me back Email - amoghshukla8@gmail.com
Mystery_Rooms,gauri151,4.0 of 5 bubbles,Sep 2022 • Family,Loved my experience over there,We had a party over there and even had a lot of fun the rooms over there . You will not be a to go in the horror one if there are no adult present in there with you 
Mystery_Rooms,prerna1232022,4.0 of 5 bubbles,Aug 2022,Liked the adventure.,It was an adventurous experience. A must visit place for the people who like adventure. Will visit again for rest of the remaining mysteries👍👌
Mystery_Rooms,bubblesbansal07,5.0 of 5 bubbles,Aug 2022,A fun experience !!,"By far my favourite experience of escape rooms... They're so well done and detailed !! The rooms are challenging and fun, a must go to place to have fun with your friends or fam. Loved it <3 I'll surely try all of the rooms xD"
Mystery_Rooms,shagunagarwal12,2.0 of 5 bubbles,Aug 2022,Over expensive,Experience was good but it was overpriced .Not worth spending 4000 for a game with 5 friends. Although I played 2 games back to back so I enjoyed the game but yes it was overpriced.Price should be of a kind that everyone can enjoy the game .And I think it was just because of overprice i found d place completely vaccant.It was just 5 of us who played.Rest is companys choice 
Mystery_Rooms,MallikaDwivedi,5.0 of 5 bubbles,Aug 2022,Fun adventure!,"My family and I had a wonderful time solving the clever puzzles and meticulously designed rooms. Theres a good variety to select from with varying difficulty levels, and i look forward to visiting again! Definitely recommend with family/friends "
Mystery_Rooms,sambhavisingh2008,5.0 of 5 bubbles,Jul 2022,Best place to visit with your friends,The games are very exciting once you play one you want to play all of them. Even the staff is very good. They are friendly and helpful. A must visit place.
Mystery_Rooms,GodDevil_14,4.0 of 5 bubbles,Jul 2022,Strange but interesting,It was a good experience as far as the story and theme goes as well as the hints but the only issue that I face while solving the mystery was that the hints provided were not matching with the place where those hints were to be utilised. It was more like a guess game for the first room as most of the things were solved on the basis of instincts.
Mystery_Rooms,Skelly2202,4.0 of 5 bubbles,Jun 2022,Great place to have fun,"This is one of the most fun places in Lucknow, the experiences are very challenging and immersive. I hope they add more experiences in Lucknow"
Mystery_Rooms,Nida U,5.0 of 5 bubbles,Jun 2022 • Family,ABSOLUTELY FANTASTIC ,Excellent experience! Hyper realistic props and the thrill and excitement of everything was unmatched. We were so addicted to the fun we had that we visited it four times at a stretch! Highly recommend it.
Mystery_Rooms,Bhavya1008,5.0 of 5 bubbles,May 2022,About the place and service.,"Excellent place to visit with family, friends and even parents. Very good and healthy environment. I loved it."
Mystery_Rooms,wahebaHusain,5.0 of 5 bubbles,May 2022,A must visit,It was a delightful experience..once you go in the mystery begins and it seem so realistic..so it is worth trying..I have tried one and I am looking forward to go for other levels as well
Mystery_Rooms,srijansaxena11,5.0 of 5 bubbles,Apr 2022,Must have experience,It was a very nice experience. The puzzles and everything was interesting to solve. It wasn't easy but it was doable. It's a unique experience. Overall it was enjoyable.
Mystery_Rooms,atul g,1.0 of 5 bubbles,Apr 2022,Family visit to mystery room,"I visited mystery room on 5.4.2022 with my kids and wife. The place was deserted but staff was behaving as if they are very busy and over booked. The room was small, dark and lacked any adventure. I will not recommend it as it is a costly affair @800 rs per adult."
Mystery_Rooms,spardhachess,5.0 of 5 bubbles,Jan 2022,Excellent Puzzles,Mind shuffling games. More such centres should be added in Lucknow. I have done all 5 themes and want to explore more.
Mystery_Rooms,Srivastava921,5.0 of 5 bubbles,Feb 2022,Excellent,It was really a good experience. It was my first time and to be honest I was thrilled and i am sure i will try more rooms from next time. Thank you!
Mystery_Rooms,khushibanker5,5.0 of 5 bubbles,Feb 2022,Thrilled,Was a full of thriller and suspense experience inside the lock roomMust visit with friends to have fun and enjoyment 
Mystery_Rooms,palak31agarwal,1.0 of 5 bubbles,Jan 2022 • Family,over expensive,800 per person for an hour  .  we paid 8000 for 10 . the game was fun but still it was highly overpriced..
Mystery_Rooms,varshitatandon0,5.0 of 5 bubbles,Jan 2022 • Family,Amazing experience,It was indeed an amazing experience and to escape the room was definitely nerve-wrecking. All in all a great experience but a little expensive.
Mystery_Rooms,vickykaushik81,5.0 of 5 bubbles,Dec 2021,Amazing real life experience,You will get real life experience.. A unique way of enjoying and spend time. Must visit once because once you visited then second time you won't stop yourself to visit again.. 
Mystery_Rooms,kohlipragya,5.0 of 5 bubbles,Jan 2022,amazing experience,"initially we were sceptical of visiting this place but it was one of the most memorable experience, we thoroughly enjoyed ourselves "
Mystery_Rooms,Meander40032954841,5.0 of 5 bubbles,Dec 2021 • Family,Family fun time,It was nicely managed. The team was monitoring through out the one hour. The puzzles were interesting and required observation and deduction. All the members of the team enjoyed. Children enjoyed the most. Even our 1 yr old member got into the mood and enjoyed by trying to use keys to open the locks which were ample. We tried the The Hurt locker. Surely will be trying others soon.
Mystery_Rooms,saurabhmh2021,3.0 of 5 bubbles,Dec 2021 • Family,Mystery Room Lucknow,"A good innovative concept, however highly overpriced. Also the in-room safety was a concern as one of our group members fell in the deep pit, luckily was not injured seriously.We were smartly charged extra on account of some invisible taxes, not mentioned on the tickets, however upon raising the issue it was returned, Be cautious and pay only the amount mentioned on the tickets."
Mystery_Rooms,Priyankameetugupta,5.0 of 5 bubbles,Dec 2021 • Family,Scary games,Wonderful experience amazing games.The whole setup and the entire activities was too good.you can more fun with family & friends
Mystery_Rooms,ps2959,3.0 of 5 bubbles,Oct 2021,Worth one time visit,It's interesting and enjoyable for the first visit but they should include offers and better rewards and decrease the charge. Also share the pictures taken by them. 
Mystery_Rooms,ojaswanikumar,3.0 of 5 bubbles,Oct 2021,staff was very rude and indifferent 😐 and price is too high,the mystery room good but the staff/cashier there was very rude and indifferent and kept downplaying us and when i was checking whether my locker is locked or not he gave us a snarky remark as if i as a customer am not even allowed check the locker WHICH CONSISTS MY STUFF overall a very annoying guy but the game master and the person that came afterwards was very nice and 800 rupees is too much gor only 1 hour experience  
Mystery_Rooms,Mishthy A,4.0 of 5 bubbles,Oct 2021,Amazing Experience 💫,"It was overall an amazing experience and probably the first time I ever did this even though I didn't escape it was pretty cool to try. Although I would like you to improve one thing that the TV's in the room should like always show the clues, we were getting a bit confused while looking at the tv, otherwise everything was cool. "
Mystery_Rooms,kashishrizvi003311,4.0 of 5 bubbles,Sep 2021,It was interesting,It was damn good we visited it on my birthday which was on 30 September it was damn interesting and bit difficult 
Mystery_Rooms,kgehwal17,3.0 of 5 bubbles,Sep 2021 • Family,Good experience,"The experience was good, however if the main person was a bit fun then the experience would be more great. "
