City,Attraction,Summarised Review
Mumbai_Maharashtra,Gateway_of_India,built in the early years of 20th century to welcome the British ruling monarch coming to India via sea route . the boat ride takes around an hour and offers a beautiful view of the Mumbai Harbour and the city skyline .
Mumbai_Maharashtra,Marine_Drive,i visited this place 4 times in my visit to Mumbai for 7days . i think this place is good in night when you plan to go there then go evening because in evening atmosphere is to good slow air good scene .
Mumbai_Maharashtra,Bandra_Worli_Sea_Link,Bandra-Worli Sea Link has greatly reduced travel time between the western suburbs and the city center . beautiful lighting can be seen in the night which attracts many commuters .
Mumbai_Maharashtra,Shree_Siddhivinayak,"the temple of lord vinayaka is one of the most spiritual place in Mumbai . if you have money power and tip the temple security staff,you can jump the line . the temple has lost its divinity and has become hype ."
Mumbai_Maharashtra,Chhatrapati_Shivaji_Terminus,"built in the Gothic style, it is hard to believe from the outside that this is a train station . if you have time to visit one place in Mumbai, make sure it is this one ."
Mumbai_Maharashtra,KidZania_Mumbai,"kidzania is the best theme park for kids to enjoy 60+ role play activities . the activities are inspired by the real world’s real-life jobs like fire department,radio station, newspaper bureau,police department, aviation academy etc ."
Mumbai_Maharashtra,Colaba,"colaba is one of the best places in mumbai to spend a day with friends . it is home to a few tourist sites, including the Taj palace and hotel . but it is busy and noisy."
Mumbai_Maharashtra,Elephanta_Caves,"if you are starting from 'Gateway of India' around 4 pm, the caves could get closed by the time you travel on a boat and climb up . highly recommend to get a local guide to walk you through the site ."
Mumbai_Maharashtra,Nariman_Point,"a walk on marine drive is a must for anyone who visits Bombay . it can be crowded in evening, but early mornings can hv less people ."
Mumbai_Maharashtra,Mani_Bhavan_Gandhi_Museum,"a noble man who changed the course of India,,MAHATHMA GHANDI . a fascinating exhibition on the top floor and some very interesting exhibits that make you think and want to learn more."
Mumbai_Maharashtra,Global_Vipassana_Pagoda,the pagoda used to be open to the public a few years back and did not require a 10-day course in vipassana . the speciality of this monument is this is standing tall without any pillars holding on .
Mumbai_Maharashtra,Essel_World,"Esselworld world is one of the best theme park available in Mumbai & also in india . if you want to spend complete one day with full of Fun and thrill, this is the place for you ."
Mumbai_Maharashtra,Kanheri_Caves,"the 3rd century Buddhist caves are quite a marvel as they are carved out of a single rock . there are 109 caves, but nobody give you a map, so just explore the place ."
Mumbai_Maharashtra,Mount_Mary_Basilica,the Mount Mary Church and Basilica is considered by the people of Mumbai as not just a tourist spot but one where miracles happen on a daily basis .
Mumbai_Maharashtra,Sri_Sri_Radha_Gopinath_Temple,"Radha Gopinath temple is a famous temple, a place of peace, must visit . keep note of timings so that you go at the right time when Darshan is open . the temple is beautiful, crowded with local peoples, good atmosphere and"
