,City,Attraction,Summarised Review,Compound Sentiment,Normalised Sentiment,Mean Rating
0,Leh_Leh_District_Ladakh,Pangong_Tso,Pangong lake is a colour-changing lake nestled in india's territory . it gets chilly winds after 17:00 and one cannot stay near this place . there will be no power after 22:00 so charge your electronic devices .,-0.296,2,4.67
1,Leh_Leh_District_Ladakh,Hall_of_Fame,a must visit place to see the sacrifices made by our soldiers for us and the nation . captured items like guns and diaries from the other countries) inside the museum are written in english .,0.3612,4,4.64
2,Leh_Leh_District_Ladakh,Thiksey_Monastery,"sadly, no-one informed us that the monastery wasn't open that day - usually is . you will not find much eateries nearby this monastery .",-0.4215,2,4.74
3,Leh_Leh_District_Ladakh,Gurdwara_Pathar_Sahib,a gurudwara built by the Sikh regiment in Leh . the army has maintained this place so well and with so much affection .,0.7521,5,4.6
4,Leh_Leh_District_Ladakh,Confluence_of_the_Indus_and_Zanskar_Rivers,one can clearly see the two colors of water coming from Zanskar and Indus rivers . the place is completely different from other confluences around the world due to surroundings .,0.4019,4,4.61
5,Leh_Leh_District_Ladakh,Shanti_Stupa,stupa has lovely carving of the Buddhist tradition . must visit in the evening because evening towards leh looks beautiful .,0.8271,5,4.63
6,Leh_Leh_District_Ladakh,Sand_Dunes_Leisure_Park,"the Hunder is the coldest desert in India.the sand-dunes, covered with desertious mountain, are breathtaking .",0.4588,4,4.38
7,Leh_Leh_District_Ladakh,Spituk_Monastery,"Located close to the runway of the airport and the fantastic Hall of Fame, this monastery is both a spiritual and tourist attraction at the same time . the monastery is also the only place which has a small Hindu shrine if you climb all the way to the top .",0.8834,5,4.14
8,Leh_Leh_District_Ladakh,Leh_Royal_Palace,the palace is a maze of rooms and terraces which look out onto Leh and the surrounding valley . it lacks in antiques or museum but it provide a great view of the city from top floors .,0.8338,5,3.8
9,Leh_Leh_District_Ladakh,Namgyal_Tsemo_Monastery,"Namgyal tsemo castle offers a spectacular view of Leh town and surrounding on a clear sky day . for the top part you have to pay some small fee, but there are really nice views of the Leh city and surroundings .",0.7302,5,4.21
10,Leh_Leh_District_Ladakh,Tanglang_La,"second highest pass in the world . great views and even better roads, enjoyed every second .",0.8834,5,4.61
11,Leh_Leh_District_Ladakh,Magnetic_Hill,magnetic hill is a small stretch of the road which is supposed to defy gravity . one can park their vehicles at the painted lines on the road and experience the magic of magnet .,0.0,3,3.52
12,Leh_Leh_District_Ladakh,Prayer_Wheel,"there are many prayer wheels in Leh but it was nice to see a long line of them rather than just the solo ones . if a prayer wheel is already spinning upon your arrival, try to increase its spin with proper timing .",0.7684,5,4.25
13,Leh_Leh_District_Ladakh,Hemis_National_Park,it is around 8 kms to the Hemis National park and will take 3 hours to reach the Park and half the time to return .,0.0258,3,4.74
14,Leh_Leh_District_Ladakh,Zanskar_the_Virgin_Valley,the zanskar river is the last remote area in the wintertime . if you choose to trek this valley through Zanskar then you have almost made to one of the best treks of your life .,0.6369,5,4.43
15,Leh_Leh_District_Ladakh,Stok_Palace_Museum,a small palace museum with a wide display of rich heritage . Stok Palace Museum has great details of antiques that past and present kings and their family has been using over the years .,0.8271,5,3.89
16,Leh_Leh_District_Ladakh,Matho_Monastery,the monastery is around 40km from the Leh city and is a must visit . the restoration is on by a group of french people who are doing a divine job to get it back to shape after being damaged due to natural calamities .,0.4939,4,4.48
17,Leh_Leh_District_Ladakh,Shey_Monastery,monastery and palace was built by the king of ladakh in 1655 as summer retreat . the palace is now in ruins and there not much part left .,-0.2732,2,3.88
18,Leh_Leh_District_Ladakh,Markha_Valley,"the lamayuru to alchi trek is a 5 day trek between remote villages, old monasteries and dramatic landscapes . expect to wet your feet especially in the spring season and rainy days .",-0.0772,3,4.82
19,Leh_Leh_District_Ladakh,Stakna_Monastery,the monastery is built on a hill and the road is made up of small and big rocks . you can also see the Thiksey monastery from there . the monastery houses some 25 to 30 monks .,0.0,3,4.28
