,City,Attraction,Summarised Review,Compound Sentiment,Normalised Sentiment,Mean Rating
0,Ujjain_Ujjain_District_Madhya_Pradesh,Shree_Mahakaleshwar_Temple,ujjain is the place to visit for the devotees of lord Shiva . Mahakal is the main highlight of the place .,0.4404,4,4.67
1,Ujjain_Ujjain_District_Madhya_Pradesh,Harsiddhi_Temple,"one of the 18 shakthipeeths, a must visit temple . best time to visit the temple is in evening during Aarti time around 7pm .",0.6369,5,4.73
2,Ujjain_Ujjain_District_Madhya_Pradesh,Kal_Bhairav_Temple,first time in my life I saw liquor being offered to God in the temple . flowers can also be offered . very popular among pilgrims and tourists and believed to be live .,0.6361,5,4.6
3,Ujjain_Ujjain_District_Madhya_Pradesh,Sandipani_Ashram,the Gurukul housed in Sandipani Muni ashram is famous because Lord Krishna with his brother Balram studied different Vidyas here .,0.0,3,4.52
4,Ujjain_Ujjain_District_Madhya_Pradesh,ISKCON_Ujjain_Temple,"ISKON is a international organisation devoted for worship of Lord Krishna . the temple houses the idols of Radha Madhana Mohan, Sri Krishna Balram and Sri Gauri Nitai dressed in vibrantly coloured dresses and beautiful jewelers .",0.8316,5,4.57
5,Ujjain_Ujjain_District_Madhya_Pradesh,Gadkalika_Temple,"the idol in the temple of Gadkalika, is supposed to have been worshipped by Kalidasa . the temple is considered as one of the Shati peethas and famous among tourists .",0.5719,5,4.45
6,Ujjain_Ujjain_District_Madhya_Pradesh,Chintaman_Ganesh_Temple,chintaman temple is a temple of god ganesha . entrance of temple is very narrow but despite of that there was a very long line of people to pray .,0.5423,5,4.64
7,Ujjain_Ujjain_District_Madhya_Pradesh,Ram_Ghat,"the Ram Ghat is one of the biggest pilgrim places in india . by the side of river Shipra , a sacred place where Hindus do believe Raja Ram performed the last rites of his father Dasharath.",0.0,3,4.28
8,Ujjain_Ujjain_District_Madhya_Pradesh,Bade_Ganeshji_Ka_Mandir,"beautiful temple of Lord Ganesha in a big statue , it's very near to the Mahakaleshwar temple .",0.5994,5,4.41
9,Ujjain_Ujjain_District_Madhya_Pradesh,Gopal_Mandir_Temple,"gopal mandir is a beautiful,clean and good architecture temple . the main door entrance believed to have been originally in the somnath temple which was looted by Mohamed of Gazni .",0.4404,4,4.59
10,Ujjain_Ujjain_District_Madhya_Pradesh,Ujjain_Simhasth_Kumbh,"the hotel rates were exorbitantly high during the kumbh, something like 7000/night whereas its 1000 during normal days . the place was too crowded but good arrangements were done .",0.6808,5,4.64
11,Ujjain_Ujjain_District_Madhya_Pradesh,Triveni_Ghat_Sri_Saneeshwara_Navagraha_Temple-Ujjain_Ujjain_District_Madhya_Prade.ht,the temple is famous for all nine grah gods . it is situated on triveni ghat on the banks of river shipra .,0.0,3,4.4
12,Ujjain_Ujjain_District_Madhya_Pradesh,Bhartrihari_Caves,the caves was supposed to have been inhabited by Bhartrihari some 2000 years ago . there are few steps to go down but the cave it self is very small .,0.0,3,3.89
13,Ujjain_Ujjain_District_Madhya_Pradesh,Vikramaditya_The_Great_Memorial_Statue,the place is a memorial and worship place devoted to the king vikramaditya . a brass made statue of king vikramaditya is the centre attraction . there is also a big sculpture of her 32 maharanis .,0.7845,5,4.85
14,Ujjain_Ujjain_District_Madhya_Pradesh,Jantar_Mantar,jantar mantar is located on the bank of river kshipra in ujjain . the observatory provides information about how decide time in ancient time .,0.0,3,4.26
15,Ujjain_Ujjain_District_Madhya_Pradesh,Siddhavat,siddhavat tree is a huge banyan tree and people came here for pooja and havans . one can spend hours here in meditation and pray and relux .,0.5574,5,4.27
16,Ujjain_Ujjain_District_Madhya_Pradesh,Patal_Bhairav_Temple,there are nine temples of bhairavars in nine different forms scattered around the city . devotees offer liquor to lord as a offering .,0.128,4,4.5
